MEpurple	MElightgreen	MEdarkred	MElightcyan	MEwhite	MEred	MEturquoise	MEgrey60	MEblue	MEsalmon	MEmidnightblue	MEplum1	MEdarkmagenta	MEsteelblue	MEviolet	MEtan	MElightyellow	MEskyblue3	MEpaleturquoise	MEsienna3	MEdarkolivegreen	MEyellowgreen	MEdarkgrey	MEgreen	MEdarkorange	MEgreenyellow	MEskyblue	MEpink	MEyellow	MEbrown	MEmagenta	MEcyan	MEdarkturquoise	MEblack	MEorange	MEroyalblue	MEdarkgreen	MEsaddlebrown	MEgrey
0.323201468024295	0.170370441793683	0.11290504384786	0.0188990934768757	-0.290295387363778	-0.00525283171289218	-0.18865900409495	-0.497752665583026	-0.465589027368537	-0.485987792899604	-0.419041138179688	-0.38650790038387	-0.457841451538152	-0.382822026260689	-0.163318218906617	-0.197695572985216	-0.0554533515448676	-0.179444320080732	-0.0137217020234851	0.253774971911646	0.119607478779893	0.305421295698611	-0.108909852576871	-0.261256662072589	0.159200531311964	-0.0152946586283657	-0.0497083259595469	0.500649045855827	0.333213707305962	0.25877084526573	0.15947375823629	-0.123604866493818	-0.207456844561714	0.378353080719292	0.17561735543781	0.168546848856904	0.13464976063506	0.23403696764903	0.0121819152398505
-0.186299138875204	-0.31372153447446	0.144131686827727	-0.100441501073741	-0.477253931077332	-0.201708124371252	-0.0355245386909427	-0.0527240615120462	-0.340970096499143	0.0692559628044502	0.404149956260354	0.587204209976366	0.370593736610777	0.342093711213719	0.382714539537254	-0.14804294062285	-0.13585675308381	-0.368179087606666	-0.161446179713309	-0.205073833549239	-0.128158637531854	-0.463237497479828	-0.357851896825231	-0.285296165838116	-0.434828333289192	-0.226370540918592	0.101472733148688	-0.10021210815962	0.182833903431383	0.519123536634006	0.484770777036077	0.663364400038464	0.606639072514186	0.271962725126532	0.263581209483808	0.499388274714101	0.210495815124909	-0.190148072340049	0.715513788092973
-0.358854145705405	0.206120272780167	-0.0323813635316988	0.0927477182352898	-0.303399816279961	-0.0988833927405023	-0.117828877052011	-0.064103780148133	-0.226368504506529	-0.00648214818288628	-0.218166211971676	-0.155588979758046	0.149494456183843	-0.0713095352608552	-0.293651343762429	-0.0914631286709964	0.0574864185474002	-0.153742241058973	-0.536835566642952	-0.396475287049687	0.00136814121801984	-0.165134161099888	0.178712095953556	-0.0185206212817843	0.0726141546469055	0.0244350474382013	0.0568510541953535	-0.0962145362354672	0.262673943473498	0.212389254639399	0.16784654428908	0.0115259731634705	0.197675518667764	0.25600710087655	0.312152546420805	0.125217004550049	0.042181402657229	0.323639072290428	-0.308683311579693
-0.209718867431612	0.154314903876359	-0.0406393469196543	0.160200114089096	-0.232483846326961	-0.0599343046055615	-0.0917198032680699	0.140505414202488	-0.100922984527577	0.204317306941606	-0.22098680719974	-0.182578867081885	0.188390302065613	-0.104131937755973	-0.140413801449032	-0.0370178906446002	0.0967033796659162	-0.223981623198652	-0.206446368901982	-0.103369150514992	0.100230855528422	0.00468147048169656	0.233781007425915	0.0478228763165537	0.0294020808019639	0.213305462179481	0.148289562493451	0.151833821728935	0.218034002258837	0.149194138659098	0.129757576942981	0.0512043439916013	0.15699008165899	0.233198930090787	0.209886596687444	0.15005894040234	0.121233427063167	0.400721860525683	-0.222841776064369
0.171297903608292	0.247102068855857	0.0228378585995648	0.0600530784750558	-0.11338021605093	-0.0637724144588556	-0.132376911370336	-0.375648900555937	-0.387737315625866	-0.442124711434456	-0.338499640758895	-0.288530935681614	-0.399460953331165	-0.424093356965402	-0.399085048375272	-0.214171326615015	-0.114601669199033	-0.125303575249249	0.0859333988440923	0.205345948512153	0.0552139285524089	0.276709477768747	0.173157004737248	-0.146909841979826	0.205591752293731	0.058427545088032	-0.0605235810167147	0.427109671011161	0.329633879870928	0.221732241384729	0.148521344470469	-0.16112836572445	-0.0735923776398331	0.289185465386432	0.276791706554669	0.0501083953478399	0.0535027676948562	0.333694384597867	-0.188632897676217
-0.0316118123987774	0.0106434238275507	0.212347857338092	0.330089468888492	0.23737590363567	-0.266532083281244	-0.0858320524197873	0.137365057339623	-0.0298943192066141	-0.230625723976154	0.0159572593423622	-0.0801275381620551	0.0172003075731823	-0.0248503904773784	-0.120837288642256	-0.347572065016681	-0.108810925512217	0.0730561062856298	-0.160793762925089	-0.202770293822496	-0.254583414887388	-0.016569999750743	0.279648217592797	0.123704593027876	0.224291319549322	0.317042029635274	0.294465399177008	-0.0304237065353788	0.133206997729831	-0.0514052054610275	0.0774411406563554	0.284364537855747	0.0586862470507366	-0.218624976092559	-0.463549640066659	-0.355301263123629	-0.237711154928216	-0.188128405411241	0.296744430233112
0.160762367172142	0.0566445011119345	0.183539166368861	0.287279946804107	0.26968828315286	-0.299329952230657	-0.076453841422907	0.175213291314413	-0.0768981385348472	-0.323187548396182	0.0906274931657165	-0.0363433632250669	-0.131717968420144	-0.135928200564491	-0.230553063307832	-0.377289197520185	-0.290599232026713	0.00576072428264583	-0.187314115650765	-0.212669291573596	0.0105020928368383	0.00983190612367139	0.345244531088807	0.0708764502049825	0.152236931156798	0.299376573600461	0.176276524299086	0.195727867226856	0.186244821981512	0.0136481593639825	0.115632672598017	0.228114751820029	0.041148209858549	-0.274136564664084	-0.427571122540157	-0.335085599088774	-0.30133388080031	-0.145686930915574	0.187022785316833
0.332207060684965	-0.139686461716045	0.159974614928564	0.386011887818822	0.169956297552337	-0.393145325424424	-0.107766552631617	0.397779825056109	0.153587729943111	0.00969546350893546	0.0560195036134083	-0.37925390470474	0.113590755828302	-0.103027042670498	-0.100520007664169	-0.371062905857492	-0.216652314130782	-0.0697348901770314	-0.0680614952778886	0.06555645882016	-0.279075227746326	-0.027710552993946	0.373418894688792	0.287921370519834	0.19826841168368	0.363876784283039	0.327111380923651	0.193721255488134	0.124830657351287	-0.203960207983542	0.00143342990866043	0.284265367078278	-0.00716455828677024	-0.343272435586876	-0.511361236840826	-0.424754104801448	-0.293260358242469	-0.18156684686742	0.0973536190372352
0.354613854011266	-0.0694574721798608	-0.138896384144774	-0.0267356052755019	-0.218939593722678	-0.028428376933998	0.293509325745985	0.222823758908456	0.306911820938216	0.232251103228608	0.293791337684184	0.0566070751523843	-0.172094055955275	-0.246613290585034	0.233802650165898	0.168974624085017	-0.288701697510532	-0.31201648073777	0.389682389279342	0.393882399902276	0.1319611171311	0.0448484840820913	-0.1859295894811	0.029807619223207	0.307710109047475	-0.294028439047965	0.123583492959532	0.12183095655992	-0.292666659200615	-0.0983532169038282	0.103186603527233	0.00612970877977236	-0.0433753408899169	-0.337114946646154	0.0393123325956333	-0.00936156853020346	0.407871771220893	0.0577901345588965	-0.175785631790887
-0.260429452913865	-0.00916859770509708	-0.139785294748707	0.0306464273984665	-0.0568240124329392	-0.0170220584918302	0.276889902067165	0.402821550158834	0.308173182182301	0.311857664127808	0.307209032821567	0.312973070398918	0.108869914621202	-0.114575575233055	0.126555517008922	0.180512250293797	-0.166192618963239	-0.297606541392487	0.280835198093383	0.0870761849592674	0.231077731479484	0.0239105854732446	-0.123493670532468	0.0517757483246957	0.123588105108099	-0.0579182792597763	0.153283474592255	-0.401704696630061	-0.277867382256319	-0.0738115785442749	0.117942474674134	0.0571419068337694	0.102844582574542	-0.293180399590963	0.0216809960870693	-0.0405603256906861	0.304904541749246	0.154600884457436	-0.307596137026525
0.30506550222995	0.254323419213277	0.31703683968325	-0.0331380525057119	0.289608452248232	0.49089911113852	0.330958096310194	-0.233069581914232	0.178789721306274	0.013281785419184	0.0938499740560218	-0.0428209538358877	-0.237125261329003	-0.0267697328949314	-0.092205617878266	0.0438228815604369	-0.0543088056282591	0.157166878007404	0.296649708717958	0.0807623601891382	-0.360740407537069	-0.248901512855523	-0.127320833539905	-0.290812792254935	-0.401770586953651	-0.398627801175102	-0.36198357281131	-0.0472789909448946	-0.336426006812717	0.00937246927732025	-0.330472068476555	-0.225950801069781	-0.452215412189254	-0.0363868290129023	0.0132714077079994	-0.229827034762253	-0.0893988189629661	-0.321457530820159	0.0453260932756113
0.0160177900507457	0.247892833743926	0.295263483296527	-0.0359315251933991	0.247321825362987	0.438859917304919	0.337692071104038	-0.139295386477318	0.175085100936732	0.0645807809359358	0.140627622186632	0.0835692932476732	-0.134124655481286	-0.0231668953151534	-0.0460257767741825	0.0120181534125588	-0.0939643711716437	0.0724196514901271	0.104213680925822	-0.245688126867941	-0.378137412112472	-0.280607632407732	-0.0980179397656762	-0.276140548480228	-0.388174059535926	-0.36282547287336	-0.397630947614279	-0.210347953707477	-0.307275830565026	0.0336328099751433	-0.277297866819828	-0.13888122045588	-0.374289475125178	-0.0637487482410451	0.0546428511396048	-0.186326179166445	-0.189306067259037	-0.310572030673147	-0.0873339628359316
