"","ProbeName","geneSymbol","LocusLinkID","moduleColor","GS.Treatment","p.GS.Treatment","MM.turquoise","p.MM.turquoise","MM.blue","p.MM.blue","MM.brown","p.MM.brown"
"CUST_1359_PI428634872","CUST_1359_PI428634872","S_5sp_contig24806","AT1G21720","blue",0.622914991452911,0.00575524341746594,0.446571358259381,0.063196226470132,-0.735273731634629,0.00050731508059959,-0.279002303595624,0.26221406371346
"CUST_11329_PI428634872","CUST_11329_PI428634872","S_alt_contig06144","AT1G21170","blue",0.622255592227821,0.00582216292080249,0.52291612478048,0.0259692822308051,-0.781468871187078,0.000128290674112968,-0.29592817616228,0.233135895715316
"CUST_16818_PI428634872","CUST_16818_PI428634872","S_mar_contig06362","AT3G18750","blue",0.622082784735341,0.00583980443599708,0.419179005447046,0.0833552725834504,-0.737907933840594,0.000472624043185569,-0.346135217492602,0.15941490028977
"CUST_8827_PI428634872","CUST_8827_PI428634872","S_alt_contig02231_RC","AT3G15355","blue",0.621206661159321,0.00592991477132746,0.398356886659173,0.101556934335013,-0.871269796013712,2.51247951474136e-06,-0.291585531218192,0.240390637961855
"CUST_1684_PI428634872","CUST_1684_PI428634872","S_5sp_contig27887_RC","AT1G60995","blue",-0.620650277325677,0.00598772292099434,-0.655265263722412,0.00315890931677252,0.74546478970793,0.00038394515999778,0.426500263779923,0.0775610099950922
"CUST_225_PI428634872","CUST_225_PI428634872","S_5sp_contig08694","AT4G27800","blue",-0.620380749233132,0.00601589074955966,-0.398047906163049,0.101846864347614,0.698987194577723,0.00124805145982564,0.27686898831259,0.266032344655875
"CUST_9339_PI428634872","CUST_9339_PI428634872","S_alt_contig02887","AT1G32810","blue",0.620084378321875,0.00604698785482816,0.546549912683562,0.0189280176610683,-0.827702658071546,2.23962044960029e-05,-0.429804201649564,0.0750454149185241
"CUST_9704_PI428634872","CUST_9704_PI428634872","S_alt_contig03352_RC","AT2G18220","blue",-0.619911965794615,0.00606513837048529,-0.665892557818068,0.0025548906896279,0.675589864554853,0.00208997178209511,0.421896967815292,0.0811684659346548
"CUST_2860_PI428634872","CUST_2860_PI428634872","S_5sp_contig33937","AT5G13750","blue",-0.617907662921144,0.00627940055603146,-0.537047337349238,0.021550890719005,0.686313537888445,0.00165949189863214,0.394852993303571,0.104879712314649
"CUST_13241_PI428634872","CUST_13241_PI428634872","S_alt_contig09574","AT3G05880","blue",0.617867511481536,0.00628375463344568,0.381073846197815,0.118702399877723,-0.785316823918193,0.000112764573134282,-0.164127318945565,0.515189270962829
"CUST_12105_PI428634872","CUST_12105_PI428634872","S_alt_contig07552",NA,"blue",-0.617498218618657,0.00632391613198048,-0.502318593271752,0.033637689485124,0.620308722402563,0.00602343629880092,0.365081717075239,0.136304206660597
"CUST_11734_PI428634872","CUST_11734_PI428634872","S_alt_contig06870","AT4G04910","blue",0.616501409567125,0.00643336111213605,0.529334102182021,0.023882652210281,-0.688552754804603,0.00157959595546655,-0.376784966549244,0.123255937876747
"CUST_7002_PI428634872","CUST_7002_PI428634872","S_5sp_contig49485","AT4G10300","blue",-0.616490989094024,0.00643451328212108,-0.367535690704565,0.133491813428197,0.872117337929567,2.38979491431544e-06,0.250114732870409,0.316829692236393
