"","ProbeName","oil_1_1_Median","oil_1_3_Median","oil_2_4_Median","oil_2_5_Median","oil_2_6_Median","oil_3_7_Median","oil_3_8_Median","oil_3_9_Median","no_4_10_Median","no_4_11_Median","no_5_13_Median","no_5_14_Median","no_5_15_Median","no_6_16_Median","no_6_17_Median","no_6_18_Median","oil_1_19_Median","no_4_20_Median","geneSymbol","LocusLinkID","moduleColor"
"1","CUST_10000_PI428634872",0.741710006,0.720085094,0.923426156,0.648974248,0.936550077,0.515261992,0.420189829,0.311162616,0.309445566,0.661466357,0.876008194,0.935331793,1.038111962,0.136778273,0.27889308,0.206546736,0.73448434,0.808356351,"S_alt_contig03743","AT5G41580","brown"
"2","CUST_10019_PI428634872",0.929581687,0.375328926,0.648883552,0.690344788,0.790611095,1.073165048,1.059201005,1.154060308,1.147640939,0.893129456,1.324359847,1.19757549,1.041943907,1.143969761,1.213178071,1.188045389,0.710976171,0.805974583,"S_alt_contig03768","AT2G38090","brown"
"3","CUST_10025_PI428634872",-1.063371488,-0.571464382,-0.831915816,-0.832854601,-1.034110074,-0.622905829,-0.664785407,-0.829609065,-0.940686487,-1.051968107,-0.996801922,-1.045061661,-1.020295645,-1.091823267,-1.101539158,-1.249227047,-0.869007164,-0.740313818,"S_alt_contig03774","AT3G01160","brown"
"4","CUST_10032_PI428634872",-4.572615552,-4.669563825,-4.176754808,-4.789881508,-3.82600065,-5.209120778,-4.216331368,-6.557264862,-3.618980314,-5.772324167,-6.375659035,-5.383506807,-5.191648215,-7.456298066,-6.525053328,-6.907007175,-4.910995687,-5.942152644,"S_alt_contig03781_RC","AT1G27920","brown"
"5","CUST_10034_PI428634872",2.431349855,2.436809727,2.869490228,2.996221448,2.822017378,2.89430456,2.858900813,3.264465491,3.358823648,3.028752482,2.820922177,2.935946791,2.870403772,3.317073051,3.042765184,3.259557773,2.647467135,2.78519182,"S_alt_contig03783","AT3G02520","brown"
"6","CUST_10037_PI428634872",0.219335871,-0.060327242,0.427960243,0.686566138,0.719436873,0.719065553,0.626030013,1.042170164,0.833008529,0.98422273,0.885627332,0.809773182,0.861241346,1.053991302,1.056618348,1.034589713,0.904037241,0.647770797,"S_alt_contig03786_NB",NA,"brown"
"7","CUST_10045_PI428634872",0.953864263,1.260031222,1.651286823,1.788461617,1.460606796,2.037979866,2.065915177,2.120867349,1.909007449,1.98528006,1.46168549,1.645536955,1.688079462,2.225552601,2.367854475,2.171815003,1.504585482,1.58704437,"S_alt_contig03797","AT1G26690","brown"
"8","CUST_1005_PI428634872",0.379804857,0.731828813,0.641403153,0.905037147,0.582702639,1.151372736,0.951143691,1.195718571,0.48899331,0.921640166,0.543131123,0.339507676,0.364842488,1.207065475,1.258473127,1.290583374,1.081823533,0.391024477,"S_5sp_contig21263","AT2G33990","brown"
"9","CUST_10059_PI428634872",1.978150436,1.626119266,2.191845399,2.207657526,2.1204245,2.316084708,2.586309787,2.331206051,2.789492172,2.368715051,2.355345563,2.255275157,2.260998234,2.888735854,2.840565366,2.798029318,2.13794721,2.268599279,"S_alt_contig03816","AT2G24390","brown"
"10","CUST_1006_PI428634872",-0.370147223,-0.203982073,-0.096502357,-0.063230695,-0.245125279,-0.027511693,-0.155157056,-0.183019265,-0.198272358,-0.071718456,-0.066919634,-0.119105713,-0.013145493,-0.13725044,-0.061471437,-0.041775473,-0.03158474,-0.070205136,"S_5sp_contig21277_RC","AT3G58580","brown"
"11","CUST_10062_PI428634872",-1.759939711,-0.38581997,-1.37421589,-1.388620624,-1.766226546,-1.527300943,-1.559959033,-1.437607986,-1.653215362,-1.612634898,-1.547946185,-1.668131766,-1.601920329,-1.756712701,-1.840067117,-1.672096027,-1.360752586,-1.520671445,"S_alt_contig03820","AT2G17980","brown"
"12","CUST_10070_PI428634872",-0.749222901,-0.737041806,-1.135262024,-1.039159234,-0.914909975,-1.242991768,-1.056852349,-1.278641068,-1.342063124,-1.202599457,-0.955570485,-1.044981143,-1.159992785,-1.821928778,-1.855815081,-2.002309882,-1.041376696,-1.200311795,"S_alt_contig03829_RC","AT3G05940","brown"
"13","CUST_10096_PI428634872",0.786992627,0.011480611,1.251958831,1.276649342,1.156550166,1.480641549,-0.152630412,1.581975191,2.282874832,1.885121352,2.525510231,2.204882996,2.345034843,2.711025631,2.434034127,2.353900059,1.856090879,1.346851063,"S_alt_contig03867_NB",NA,"brown"
"14","CUST_10125_PI428634872",1.627060794,0.848160423,1.886584591,1.976857573,1.353951406,1.283357949,0.626655297,2.003529019,1.93937415,1.370926569,1.57197185,1.941062494,1.808519712,2.886744319,2.009614009,2.486279985,1.238127838,0.488395604,"S_alt_contig03909_RC","AT1G23120","brown"
"15","CUST_10126_PI428634872",1.459970782,0.656487167,1.786571779,1.82124424,1.205117577,1.220338818,0.457017449,1.862309756,1.786620904,1.239164107,1.523071551,1.808072146,1.671635183,2.791170975,1.893440625,2.385089471,1.092541749,0.363291498,"S_alt_contig03910_RC","AT1G23120","brown"
"16","CUST_10149_PI428634872",1.106058817,1.097037067,1.440074098,1.50287936,1.44185579,1.641721994,1.412797499,1.743754839,1.401020669,1.449263687,1.483083234,1.477303998,1.46481734,1.836154773,1.851491226,1.694479584,1.364872639,1.607661001,"S_alt_contig03938","AT4G02720","brown"
"17","CUST_1015_PI428634872",-1.326287967,-0.992983313,-1.087815871,-0.809490777,-1.164258209,-0.59821126,-0.709798824,-0.14610063,-0.126949877,-0.231531647,-0.861367203,-0.95619003,-0.79012072,0.044920816,-0.294140818,-0.210990235,-1.203102627,-0.875074427,"S_5sp_contig21459","AT1G11890","brown"
"18","CUST_10152_PI428634872",1.109728876,0.45621969,0.726091061,0.856833232,0.929207257,0.763629269,0.611911186,0.147519772,0.359071988,0.262293991,0.735693439,0.601174047,0.715457342,0.120230016,0.230869192,0.25546133,0.619726716,0.512818143,"S_alt_contig03941","AT3G53130","brown"
"19","CUST_10169_PI428634872",-4.449529893,-4.237700679,-3.429775396,-4.40732195,-4.14627126,-3.98882487,-3.453272998,-3.892402529,-3.556538558,-3.439237408,-3.714268578,-3.680063287,-3.814241571,-3.43420247,-3.695435847,-3.53587396,-3.718172198,-3.372962579,"S_alt_contig03961","AT3G48140","brown"
"20","CUST_10174_PI428634872",-1.724069486,-0.259046113,-1.511698097,-1.59617521,-1.685069393,-2.067868534,-1.939437673,-2.145238347,-1.473103657,-1.416912324,-1.291151356,-1.253500332,-1.056438642,-2.149951267,-2.119714532,-1.904239833,-1.976531552,-1.299782303,"S_alt_contig03966","AT5G43310","brown"
"21","CUST_10177_PI428634872",0.881145092,0.550517873,1.159943392,1.264101272,1.25809925,1.686970306,1.636306026,1.777839753,1.209637589,1.689830097,1.304745349,1.175782949,1.005387394,1.989600859,1.78610989,2.013650143,1.014975299,1.55862803,"S_alt_contig03971","AT2G30100","brown"
"22","CUST_10185_PI428634872",-5.514482284,-5.278958202,-5.585179414,-4.959034631,-4.658140865,-5.008176119,-4.927016076,-4.780459483,-4.935472254,-4.984076988,-5.234906613,-4.926216336,-4.950097848,-5.143604488,-5.049253393,-4.975171693,-5.181235868,-5.580780859,"S_alt_contig03979","AT3G46060","brown"
"23","CUST_10197_PI428634872",1.26459118,0.432142989,0.834592959,0.726162042,1.028636464,0.915649955,0.68084296,1.459217151,1.775816638,1.01439082,2.059014993,1.446904807,1.70300044,1.838983939,2.285040941,1.722943527,0.831236645,1.659961862,"S_alt_contig03995_NB",NA,"brown"
"24","CUST_10205_PI428634872",-0.736283213,-0.911813066,-0.975237356,-0.832115942,-0.853561049,-0.969480169,-0.853674172,-0.589564116,-1.156273607,-0.737263518,-0.749303379,-0.600796746,-0.524755474,-0.482164443,-0.496064226,-0.499098612,-0.883423542,-0.710603982,"S_alt_contig04005","AT5G24400","brown"
"25","CUST_10211_PI428634872",-0.436690784,1.78747503,-0.130976322,-0.925735979,-0.256956297,-1.306990504,-0.574267559,-2.520328514,-2.044134821,-2.108820885,-1.997175974,-1.511194428,-1.523901687,-2.811357204,-3.723121174,-2.798682022,-1.457754105,-1.597615386,"S_alt_contig04013","AT5G64740","brown"
"26","CUST_10219_PI428634872",-0.852246734,-0.849145834,-1.685173117,-1.001987109,-1.676472205,-1.499036383,-1.518943293,-1.49278418,-2.069621219,-1.912033191,-2.674483272,-2.392577712,-2.519628011,-2.744551894,-2.657996677,-2.615414216,-1.606394081,-2.57179131,"S_alt_contig04023_NB",NA,"brown"
"27","CUST_10231_PI428634872",-2.283349549,-2.145039127,-2.469470247,-2.282569013,-2.372813536,-2.492173809,-2.673343193,-2.461366977,-2.699891282,-2.538289912,-2.331621556,-2.371726718,-2.492230814,-2.604658475,-2.570074688,-2.568013335,-2.236765335,-2.668966273,"S_alt_contig04042","AT5G64680","brown"
"28","CUST_10238_PI428634872",-3.127210834,-3.406299782,-2.982178607,-2.776187269,-3.267795394,-3.028229629,-2.95951309,-3.088125452,-2.72678131,-2.547012609,-2.797885714,-2.882668022,-2.913248698,-2.502693588,-2.471513385,-2.456907186,-2.939727525,-2.830096861,"S_alt_contig04052","AT4G18260","brown"
"29","CUST_10242_PI428634872",-1.504831817,0.585211105,-1.451121495,-1.63798169,-1.48174783,-1.861795768,-2.014749546,-2.428534322,-1.829250044,-1.668769564,-2.568327915,-2.239290288,-2.10676959,-2.759406181,-2.636993884,-2.368668654,-1.944222005,-1.928698913,"S_alt_contig04056","AT4G14960","brown"
"30","CUST_10249_PI428634872",-4.651770016,-2.050025186,-5.204605262,-5.166562249,-6.293447942,-6.081721683,-5.734969035,-6.159953155,-5.783291607,-6.202710031,-5.163426102,-5.778480626,-5.555033394,-6.101251756,-6.27329479,-6.179085565,-4.938173362,-5.781055665,"S_alt_contig04065_RC","AT5G02370","brown"
"31","CUST_10251_PI428634872",1.007167592,0.769322531,0.879472844,0.790468807,1.01837007,0.366099207,0.497213428,0.351111305,0.16327187,0.121794968,-0.051936486,0.149084744,0.052404068,-0.308555684,-0.387386347,-0.236712095,0.597021884,0.118850243,"S_alt_contig04068","AT5G13450","brown"
"32","CUST_10254_PI428634872",-0.507092435,-0.383464219,-0.757138058,-0.650276722,-0.671641201,-0.693010656,-0.771478111,-0.805111568,-0.734590278,-0.893909338,-0.763448713,-0.803537405,-0.806272169,-0.929110822,-0.727760334,-0.884882501,-0.457094302,-0.524248865,"S_alt_contig04073","AT1G72320","brown"
"33","CUST_10261_PI428634872",1.15909446,1.138885607,0.772591279,1.006918234,0.999134374,0.378373617,0.477327933,0.521396889,1.054577807,0.970780423,0.999800712,0.981583555,1.002722774,0.956132273,0.742981906,0.726662979,1.210062756,0.786347849,"S_alt_contig04081","AT5G27990","brown"
"34","CUST_10265_PI428634872",0.327503442,0.204360649,0.338000461,0.260919286,0.382615371,0.300858718,0.355573993,0.190770705,0.058563789,0.248260462,0.302405903,0.182902157,0.278752181,-0.146923233,0.165936336,0.003533949,0.356508007,0.252884321,"S_alt_contig04085","AT2G46020","brown"
"35","CUST_10288_PI428634872",-1.182459107,-0.537084626,-1.109869221,-1.184326407,-1.097339838,-1.443900888,-0.979431598,-1.699125403,-1.865862043,-1.59676699,-1.663133479,-1.568413408,-1.647046095,-1.777630653,-1.965678917,-1.592040051,-1.601244137,-1.33053737,"S_alt_contig04116","AT1G05960","brown"
"36","CUST_10299_PI428634872",-0.434200665,-0.294653694,-0.480267224,-0.430739005,-0.537150394,-0.912422203,-0.720280593,-0.748824449,-0.795468757,-0.800629574,-0.543215415,-0.669089513,-0.620243429,-0.871699121,-0.907863694,-0.921193546,-0.341640585,-0.51005824,"S_alt_contig04132","AT3G02760","brown"
"37","CUST_10309_PI428634872",-2.461493465,-2.565801353,-2.662988234,-2.471202521,-2.306480114,-2.706171443,-2.805307649,-2.631883096,-3.448306591,-3.258967133,-2.969730696,-3.014265289,-2.974617011,-3.362160634,-3.402060288,-3.451898047,-2.790105543,-3.119684508,"S_alt_contig04153","AT5G64300","brown"
"38","CUST_10311_PI428634872",-3.222915452,-2.691770648,-2.775004555,-2.983744563,-3.210849353,-3.284908259,-3.245296967,-3.21420901,-2.766758832,-2.476770663,-3.24575784,-3.239369231,-3.226475022,-3.282161771,-3.489191164,-3.212117331,-3.26456103,-3.385216853,"S_alt_contig04156","AT5G41980","brown"
"39","CUST_10325_PI428634872",0.599433941,0.444937107,0.589160535,0.52626139,0.600272231,0.456693353,0.447435787,0.350674242,0.241625491,0.31168018,0.455330675,0.368132911,0.389519796,0.034781586,0.332691943,0.088236047,0.429665943,0.538222392,"S_alt_contig04175_NB",NA,"brown"
"40","CUST_10338_PI428634872",-2.088093434,-2.126920418,-2.312881253,-2.328669109,-2.214292267,-2.67667438,-2.76106136,-3.464040925,-2.882288733,-2.780190756,-2.348680699,-2.328799154,-2.402051969,-3.238081338,-3.261438814,-3.459611935,-2.600231918,-2.00862555,"S_alt_contig04195_RC","AT5G08110","brown"
"41","CUST_10341_PI428634872",3.005438244,2.735844076,2.670938313,2.612551835,2.580442897,2.606850591,2.420378656,2.221883784,2.205868374,2.295033358,2.133209743,2.145502263,2.021880399,2.013053635,1.969686177,1.825604371,2.547590886,2.359999722,"S_alt_contig04199","AT5G54600","brown"
"42","CUST_10347_PI428634872",1.702409687,1.52671284,1.694712414,1.662573029,1.864963793,1.798207898,1.854597148,1.608635859,1.837705531,1.949246001,1.810682425,1.671782947,1.666065089,1.936780836,1.898165506,1.853393038,1.833382126,1.921885384,"S_alt_contig04208_RC","AT3G27430","brown"
"43","CUST_10352_PI428634872",-5.265602864,-5.444767243,-4.859775407,-4.860655293,-4.854440019,-4.923260968,-4.620497223,-4.645176262,-4.679880207,-5.09826676,-4.683833134,-4.880066696,-4.820162922,-4.931245329,-4.517356047,-4.78343078,-4.99474366,-4.924241306,"S_alt_contig04216_RC","AT4G39220","brown"
"44","CUST_10356_PI428634872",0.882649777,0.517645995,0.833168902,0.891671951,0.829817471,0.92015485,1.060253956,0.804962271,1.030317735,1.047335488,0.908362823,1.024438079,1.001621912,0.985350822,0.963100139,1.019227655,1.105744546,0.933339902,"S_alt_contig04223","AT3G48360","brown"
"45","CUST_10365_PI428634872",-0.204812641,0.06563257,0.093627735,0.254278553,0.040786302,-0.127393313,-0.2660217,-0.106136084,0.09052048,0.216985455,-0.110631929,-0.139147852,-0.145357434,-0.160321366,-0.276701465,-0.123857725,0.239646425,0.011942575,"S_alt_contig04233_NB",NA,"brown"
"46","CUST_10370_PI428634872",-1.016774176,0.251541823,-0.811688862,-0.813181546,-0.903021866,-0.710677357,-0.627787481,-0.496283266,-0.895250779,-0.710090807,-0.889991429,-0.915834212,-0.835665115,-0.736227122,-0.769093792,-0.703577615,-0.360094545,-0.926887027,"S_alt_contig04239_RC","AT1G32210","brown"
"47","CUST_10379_PI428634872",-2.223210803,-2.079195488,-2.033319743,-2.016032872,-2.196017583,-2.934430024,-2.845154236,-3.023853104,-2.285098308,-2.45999177,-2.289300648,-2.144449628,-2.193028412,-2.779520317,-2.986959165,-2.846718136,-2.539478438,-2.585618302,"S_alt_contig04253_RC","AT1G36050","brown"
"48","CUST_10380_PI428634872",-3.98744306,-3.821409864,-4.054752246,-3.913494539,-4.040331332,-4.35841978,-4.643117263,-4.173640819,-4.287343495,-4.016470544,-3.993854241,-4.075014065,-4.059664936,-4.595301072,-4.26426499,-4.19706546,-3.89295034,-3.673981079,"S_alt_contig04254","AT3G02460","brown"
"49","CUST_10381_PI428634872",-0.539063193,-0.858127896,-0.745372341,-0.768215746,-0.456725669,-0.910309801,-0.921742985,-1.525532177,-1.316823277,-1.362904052,-0.859311135,-0.967544941,-0.984606711,-1.892812524,-1.723606567,-1.748111402,-0.826140221,-1.122588604,"S_alt_contig04256","AT5G14460","brown"
"50","CUST_10389_PI428634872",-1.28017726,-1.20812599,-0.748515271,-0.407456232,-1.248111966,-0.435459757,-0.628221352,-0.106093758,0.014269777,0.193215066,-0.932117445,-0.815670047,-0.712989223,0.213916412,0.005209455,0.116429203,-0.900142301,-0.037421657,"S_alt_contig04265","AT4G36760","brown"
"51","CUST_10396_PI428634872",-0.932886963,-1.179866753,-0.898209644,-1.122684687,-0.861178052,-1.042112824,-1.016402383,-1.285053374,-1.239560529,-1.260276354,-1.172009525,-1.215138137,-1.183590392,-1.08876532,-1.216201636,-1.235436392,-0.895034041,-0.812304073,"S_alt_contig04278","AT4G36290","brown"
"52","CUST_10404_PI428634872",-1.379506595,0.571378864,-1.380163858,-1.02401364,-1.193662176,-1.395814604,-1.949296868,-1.609209414,-1.969225016,-2.518648535,-1.99476474,-1.899792919,-1.862615966,-2.249808588,-2.760265809,-2.373421513,-0.449683151,-1.935563542,"S_alt_contig04291","AT1G54630","brown"
"53","CUST_10422_PI428634872",1.998230521,1.725259103,2.603513569,1.985108291,3.104122976,0.908439707,2.635116746,1.594315986,1.421222372,0.930072426,2.370332037,2.497194037,2.46872658,-1.896124105,-0.613159185,-0.821174158,0.349831383,-1.535468964,"S_alt_contig04317","AT3G50820","brown"
"54","CUST_10428_PI428634872",-2.403933014,-2.014671792,-2.514577629,-2.904162316,-2.299417441,-2.574929711,-2.069281646,-2.306387901,-3.033014545,-2.845752938,-2.740265521,-2.642059858,-2.714252001,-2.603278973,-2.586651183,-2.675726182,-2.6835944,-2.402556451,"S_alt_contig04325_RC","AT5G50180","brown"
"55","CUST_10430_PI428634872",0.077211654,0.022905725,0.127351609,0.07947568,0.053552705,0.203003265,0.179078025,0.245934575,0.321870225,0.287885344,0.358082708,0.175901103,0.226904067,0.310279273,0.425007884,0.345069098,0.332146011,0.212480105,"S_alt_contig04328","AT4G33950","brown"
"56","CUST_10431_PI428634872",-6.601280135,-7.078543856,-7.601509023,-7.016445657,-6.788358145,-6.819586776,-6.802284031,-6.188094728,-6.44501639,-6.657300151,-6.967532203,-7.051176868,-6.814765921,-6.329209164,-6.255621225,-6.534958219,-6.955275168,-7.363691381,"S_alt_contig04329_RC","AT3G21215","brown"
"57","CUST_10435_PI428634872",-0.896692905,-0.687632615,-0.931208598,-0.784087346,-1.160879572,-0.790008279,-1.003199506,-0.975901404,-1.134916876,-1.082079257,-0.902819021,-0.982029353,-0.945621318,-1.262845515,-1.238493453,-1.08320452,-0.768847647,-1.227153804,"S_alt_contig04335","AT1G68580","brown"
"58","CUST_10440_PI428634872",-2.274731851,-2.55444755,-3.90009585,-3.935268346,-4.993966779,-6.448525873,-4.002966279,-4.4252159712,-2.958898173,-3.219379376,-1.605630332,-3.277645268,-2.625650952,-4.693564833,-4.237860005,-4.709447358,-2.808911521,-2.761727471,"S_alt_contig04344","AT1G15910","brown"
"59","CUST_10450_PI428634872",-3.368112862,-2.822869809,-3.262137984,-3.338445412,-3.550497544,-3.391705804,-3.195698449,-3.305475733,-3.642056559,-3.558041108,-3.499664775,-3.397536532,-3.466155479,-3.659224518,-3.609747598,-3.396795838,-3.131023941,-3.068894671,"S_alt_contig04356_RC","AT1G18580","brown"
"60","CUST_10487_PI428634872",-5.584238417,-5.162463698,-5.901254354,-5.773053561,-5.824119331,-6.921687866,-6.024682801,-6.400605361,-5.944792567,-6.174907,-5.834001933,-5.896765093,-5.922072675,-5.997351412,-6.154126009,-6.506951542,-6.063479473,-6.279967658,"S_alt_contig04414","AT1G68720","brown"
"61","CUST_10488_PI428634872",-3.874025187,-3.834268509,-4.005211384,-4.361022526,-4.049909303,-3.945712551,-3.998126283,-3.692690467,-3.859013596,-4.187508151,-3.833470007,-4.246396347,-4.151284769,-3.903246513,-3.586902507,-3.804166152,-4.300675671,-4.296709436,"S_alt_contig04415_RC","AT2G19830","brown"
"62","CUST_10491_PI428634872",-0.517017428,-0.471710985,0.215923924,0.011676644,-0.111816393,0.347024426,0.09311997,0.121147829,0.59918587,0.704989094,0.531073156,0.403210806,0.522553301,0.991384945,1.260736989,1.125822305,0.462466021,0.360330189,"S_alt_contig04419","AT3G51000","brown"
"63","CUST_10493_PI428634872",0.030181904,0.853658852,0.002952531,-0.320724885,-0.417474215,-0.259969279,-0.15703854,-0.38923637,-0.315876765,-0.297564171,-0.496388959,-0.475810158,-0.227676991,-0.882354601,-0.887625622,-0.845781096,-0.440255831,-0.256309105,"S_alt_contig04421","AT1G20970","brown"
"64","CUST_1051_PI428634872",-1.315616824,-0.633331035,-1.411338229,-1.226986192,-0.984821448,-1.606437888,-1.427708688,-1.818308694,-1.478716511,-1.980584795,-1.250643388,-1.44827842,-1.329703863,-2.583728728,-2.737474981,-2.567011438,-1.356758692,-1.780242087,"S_5sp_contig21821_RC","AT1G56720","brown"
"65","CUST_10519_PI428634872",1.113955781,1.150097582,1.639336504,1.245486662,1.260015624,1.562574619,1.463728337,1.50560673,1.533204065,1.62446729,1.529539988,1.593554325,1.691314851,1.504232013,1.483655703,1.320690937,1.38256728,1.273109221,"S_alt_contig04464","AT3G61110","brown"
"66","CUST_1052_PI428634872",-0.689852008,-0.780128522,-0.688704821,-0.749788363,-0.632706808,-0.843196621,-0.649695081,-0.809954756,-1.044468155,-1.007359754,-0.983930625,-0.963369747,-0.891022314,-1.39384135,-1.373846352,-1.406463111,-0.710931135,-1.024017706,"S_5sp_contig21835","AT1G76380","brown"
"67","CUST_10521_PI428634872",-6.560659882,-6.771408808,-7.048146351,-6.08015059,-6.9198997,-6.773261026,-6.799051738,-6.068365226,-6.02042969,-6.157617697,-5.878767553,-5.866382672,-6.658971749,-5.60672782,-5.473570186,-5.265024864,-6.450302559,-5.509155354,"S_alt_contig04466_RC","AT5G60580","brown"
"68","CUST_10524_PI428634872",-2.249004077,-0.38938854,-1.243313581,-1.227951181,-1.542168373,-2.494243168,-1.323175284,-4.031100097,-1.773497347,-1.562185067,-2.835084194,-2.053326815,-2.276173541,-4.390301239,-4.649909609,-3.477575607,-1.973226098,-1.074092887,"S_alt_contig04469","AT1G15410","brown"
"69","CUST_10528_PI428634872",-1.027694857,-0.289919628,-0.929147552,-1.157172303,-1.362469167,-1.209520822,-1.131859304,-1.661332257,-1.446847232,-1.365493055,-1.145684068,-1.221282006,-1.156628174,-1.479912787,-1.197843122,-1.313005176,-1.022789545,-0.475981085,"S_alt_contig04474","AT1G36180","brown"
"70","CUST_10531_PI428634872",1.340579535,0.835081953,1.219947442,1.134298205,1.500734274,1.129716436,1.093520905,0.712754453,0.86452055,0.725500908,1.006726277,1.072668888,1.065285904,0.56450259,0.611145624,0.640166543,1.070349151,0.893605502,"S_alt_contig04478_RC","AT2G45770","brown"
"71","CUST_1054_PI428634872",-2.503145753,-2.088104523,-2.419343031,-2.599413994,-2.374663459,-3.420255137,-3.442713114,-3.370898737,-3.133717887,-2.788945888,-2.174903473,-1.848297202,-1.99618717,-3.560638411,-3.410535662,-3.198529292,-2.869972703,-2.250166727,"S_5sp_contig21855_RC","AT4G23160","brown"
"72","CUST_10544_PI428634872",0.577974687,1.616660691,0.862117299,1.042084493,0.828101911,0.776014955,0.91679491,1.28609571,0.256330801,0.7154956,0.592659191,0.711183748,0.686929998,0.60454832,0.339851282,0.59413174,0.962121585,0.47831019,"S_alt_contig04500_RC","AT5G18520","brown"
"73","CUST_10549_PI428634872",1.694560392,1.201631497,1.948560818,1.723738329,1.773945831,2.447619138,2.491764256,2.388499196,1.558845179,1.727882393,1.470893202,1.350319001,1.511490263,2.368976158,2.508880644,2.322492911,1.607009197,1.526023737,"S_alt_contig04507","AT5G49940","brown"
"74","CUST_1055_PI428634872",-0.064930509,-0.045406661,-0.335985035,-0.137984342,-0.426002361,0.135587406,-0.237631983,-0.391468133,-0.47755878,-0.511171997,-0.068241815,-0.25775564,-0.388181841,-0.567904952,-0.268802924,-0.250678158,0.093663522,-0.265043122,"S_5sp_contig21864_RC","AT1G56700","brown"
"75","CUST_10560_PI428634872",-2.336274583,-2.872531656,-3.566946092,-3.46697614,-3.216511342,-2.771047157,-2.576859671,-2.104427111,-1.886554031,-2.620907156,-3.283656783,-3.200285127,-2.972196735,-2.905406817,-2.709647643,-3.063874665,-2.740562644,-2.617462001,"S_alt_contig04527_RC","AT1G80490","brown"
"76","CUST_10562_PI428634872",-2.350565893,-2.479608508,-2.513913068,-2.443347713,-2.973620081,-2.413818824,-2.721887774,-2.515225021,-2.737728186,-3.252011416,-2.807648989,-2.877804186,-2.911356465,-3.38586201,-3.234396109,-3.445860171,-2.283070268,-3.004267277,"S_alt_contig04531",NA,"brown"
"77","CUST_10563_PI428634872",-2.100898653,-1.682739211,-1.949163048,-1.948774213,-1.773262711,-2.672947065,-2.769946756,-2.61007867,-1.848414024,-1.937823996,-1.366620435,-1.512589151,-1.480098435,-2.534063659,-2.278118989,-2.266875239,-1.941495325,-1.717328641,"S_alt_contig04532_RC","AT5G53340","brown"
"78","CUST_10569_PI428634872",0.405287432,-0.192044283,0.162620043,0.168860036,0.39612609,-0.451052443,-0.463859905,-0.695066693,-0.104015896,-0.238581339,0.107124128,0.155105665,0.191739423,-0.39770368,-0.471816028,-0.553967718,-0.248887051,0.052594954,"S_alt_contig04547_RC","AT1G48520","brown"
"79","CUST_10591_PI428634872",1.277640651,1.30921042,1.054826818,1.625259875,1.426881338,0.903996776,1.035690643,1.463979525,0.466806995,0.344705307,0.737502253,1.036081301,0.957245526,0.591448677,0.120827854,0.307498766,0.577220663,0.639211863,"S_alt_contig04600","AT5G04590","brown"
"80","CUST_10602_PI428634872",-2.963149464,-2.96272919,-3.298752844,-2.949070333,-3.092364246,-2.583872564,-2.501240032,-2.132593964,-2.014668546,-2.497816383,-2.607186077,-2.735824294,-2.772548988,-2.562958741,-2.3994715,-2.416551119,-3.251406453,-2.6590129,"S_alt_contig04632","AT2G34670","brown"
"81","CUST_1061_PI428634872",-2.075851517,-1.778738011,-1.914444138,-1.440057757,-1.730290825,-1.901569874,-1.988062313,-1.636959358,-1.254755257,-1.087044194,-1.65725799,-1.627533422,-1.499206353,-1.071958122,-1.255745695,-1.161134735,-1.771895422,-1.566806267,"S_5sp_contig21949","AT3G22425","brown"
"82","CUST_10613_PI428634872",-5.360454871,-5.750177344,-7.730842375,-6.129555919,-5.73283958,-3.454576084,-5.640366135,-4.531397583,-3.531404515,-4.932638542,-4.619769968,-5.704115516,-5.166643636,-0.273221338,-1.587485081,-4.043717061,-5.755828415,-4.314732795,"S_alt_contig04648_NB",NA,"brown"
"83","CUST_10616_PI428634872",-0.230576145,0.135228076,-0.760676215,-0.719412207,-0.577139548,-0.9211291,-1.493141805,-0.900138517,-0.819141474,-0.747066686,-1.225119671,-0.826877956,-0.895700474,-1.119389668,-1.345062103,-0.800384739,-0.510229167,-0.265969948,"S_alt_contig04652","AT5G13710","brown"
"84","CUST_10626_PI428634872",-6.575320396,-7.342542058,-4.8594980134,-6.714827466,-4.7482817598,-3.439640676,-6.380862354,-2.233562722,-3.182717203,-6.024778476,-5.549259568,-4.570262134,-4.93940285,-3.627927121,-1.403925526,-2.666309051,-7.107585813,-6.076347268,"S_alt_contig04681_NB",NA,"brown"
"85","CUST_10638_PI428634872",1.627431655,2.142833,1.772701212,1.553265015,1.44122213,1.416575063,1.360627199,1.156006,1.338037999,1.498266844,1.442705283,1.538666634,1.523261276,1.274273034,1.005571667,1.231508688,1.381285502,1.19398766,"S_alt_contig04704","AT1G17880","brown"
"86","CUST_1067_PI428634872",-2.153609014,-1.501701118,-1.80155181,-1.663019801,-1.772374147,-1.551581354,-1.498755959,-1.850203005,-1.518778966,-1.371698386,-1.609759052,-1.415780813,-1.378450101,-1.390483573,-0.692821153,-0.984299133,-1.881740537,-1.199001776,"S_5sp_contig21992","AT2G34040","brown"
"87","CUST_10670_PI428634872",-5.942946908,-6.138560757,-5.999112307,-6.201439233,-5.638625036,-6.66556167,-5.763148365,-5.917549301,-6.509294067,-7.029654395,-6.296259631,-6.196740622,-6.299368911,-6.275432181,-6.690754498,-6.962040988,-6.691277827,-6.248999461,"S_alt_contig04755","AT2G35060","brown"
