"","ProbeName","oil_1_1_Median","oil_1_3_Median","oil_2_4_Median","oil_2_5_Median","oil_2_6_Median","oil_3_7_Median","oil_3_8_Median","oil_3_9_Median","no_4_10_Median","no_4_11_Median","no_5_13_Median","no_5_14_Median","no_5_15_Median","no_6_16_Median","no_6_17_Median","no_6_18_Median","oil_1_19_Median","no_4_20_Median","geneSymbol","LocusLinkID","moduleColor"
"853","CUST_16150_PI428634872",-3.016300624,-2.799422083,-3.192172114,-2.5814124,-2.952254436,-2.675999477,-2.658152541,-2.351693595,-2.410001066,-1.98375682,-2.719561293,-2.670095652,-2.738653528,-1.927091855,-2.220342584,-1.761477859,-2.286123073,-2.109423583,"S_alt_contig15321","AT5G17260","brown"
"854","CUST_16163_PI428634872",1.227988769,0.579867616,0.909760909,1.177008904,1.227747282,1.497826346,1.475889548,1.682780616,2.052974794,1.898339557,2.103328927,1.924545455,1.978016335,2.188626091,2.211263599,2.238950173,1.658655671,1.274324563,"S_alt_contig15368","AT2G21620","brown"
"855","CUST_16165_PI428634872",-3.397838434,-3.226951122,-3.185994833,-3.132373703,-3.401650096,-3.277278559,-3.167451276,-3.141595917,-3.292966638,-2.987955958,-2.943359652,-2.99348755,-3.050064914,-2.922428821,-2.935365053,-2.968946661,-3.351493954,-2.996473115,"S_alt_contig15376","AT2G01970","brown"
"856","CUST_16166_PI428634872",-0.572386177,0.566777119,-0.215787682,0.138243481,-0.338033437,0.058177297,0.251045925,0.093888812,0.030240342,0.450767757,-0.176040443,0.081864592,-0.190515637,0.232979414,0.200477001,0.578217391,0.038673024,0.39272167,"S_alt_contig15378_NB",NA,"brown"
"857","CUST_16174_PI428634872",-0.350995563,1.033286358,-0.167316667,-0.548048324,-0.538253349,-0.426525785,-0.328540298,-0.181699524,-0.282434096,-0.501648701,-0.646516451,-0.631622062,-0.414779586,-0.666430173,-1.073085977,-0.588867774,-0.530102666,-0.675511673,"S_alt_contig15403","AT5G26667","brown"
"858","CUST_16193_PI428634872",3.025988308,2.467294883,3.065450794,2.8472361,3.09457092,2.56732713,2.483714794,2.389329875,2.706154016,2.712962283,3.038039145,3.111826932,3.130282759,2.201037502,2.496077962,2.198544738,2.822586557,2.858271337,"S_alt_contig15460","AT5G42390","brown"
"859","CUST_16195_PI428634872",-5.631236775,-5.281769656,-6.095181012,-5.038141146,-5.460368377,-5.889554214,-5.655849776,-5.622098405,-5.701469125,-6.062630025,-5.237357286,-5.809718271,-6.02531319,-5.89675751,-5.732194355,-6.017789473,-5.67741825,-6.060774219,"S_alt_contig15462_RC",NA,"brown"
"860","CUST_16198_PI428634872",-1.241687304,-1.396938376,-1.533127609,-2.052441072,-1.516212528,-1.024635517,-0.831713928,-1.031977456,-1.546569641,-1.362413462,-1.391383759,-1.45160036,-1.377419878,-0.928059311,-0.899956905,-1.012681723,-1.578153995,-1.392102525,"S_alt_contig15470","AT3G10050","brown"
"861","CUST_16230_PI428634872",-1.688419191,-1.654610071,-1.056603618,-0.747735364,-1.5127355,-0.844411785,-1.140778935,-0.569462011,-0.470069865,-0.667855176,-0.896596114,-0.863571387,-0.955326859,-0.38447187,-1.060333073,-0.559486433,-1.304113589,-1.099182392,"S_alt_contig15566","AT3G11530","brown"
"862","CUST_16231_PI428634872",0.409910311,0.772838776,0.762028088,0.521005094,0.528490815,1.017846706,1.07097084,0.959383559,0.771109848,0.705044469,0.47888018,0.430575409,0.436818182,0.998278151,1.035447523,0.989619772,0.639556981,0.53939243,"S_alt_contig15568","AT1G64750","brown"
"863","CUST_16236_PI428634872",1.511587822,2.228301663,0.770713325,1.757060553,2.620638752,1.057703682,0.939685869,0.996354904,1.198671137,1.491123845,1.655374324,1.681863229,1.738567177,1.424987309,1.342822114,1.414730356,2.31747718,2.086662308,"S_alt_contig15575","AT4G20150","brown"
"864","CUST_16242_PI428634872",0.928625711,0.9829834,0.990524793,0.950546718,0.895643047,1.219579877,1.247952863,1.085681729,1.00338341,1.220256745,0.705461264,0.834675095,0.692353147,1.370246213,1.262509437,1.364134928,1.155968127,0.697268179,"S_alt_contig15601","AT3G10950","brown"
"865","CUST_16255_PI428634872",1.559881446,1.402266239,0.536261588,0.751978789,0.977278877,1.451666275,0.057451829,1.462107615,1.202147946,1.01125154,1.383567134,1.412574216,1.478008013,1.830076241,1.956214533,1.732984949,-0.281737014,0.889160561,"S_alt_contig15635_RC","AT2G43970","brown"
"866","CUST_1626_PI428634872",0.530037146,0.289589372,0.59370471,0.640050887,0.625217431,0.864324039,0.648501517,0.91263787,1.2275796,1.165438997,1.004539391,0.88416963,0.916226359,1.213874851,1.435451068,1.107079501,0.621361665,0.913983526,"S_5sp_contig27010","AT4G16210","brown"
"867","CUST_16262_PI428634872",0.393159043,1.791866758,0.395975874,0.383816667,0.379340041,-0.011626698,0.010361669,-0.093297248,-0.23230557,-0.117601143,-0.027447981,0.099714926,0.090027896,-0.27311159,-0.308116721,-0.175956537,0.546878551,0.09035257,"S_alt_contig15649","AT5G25100","brown"
"868","CUST_16274_PI428634872",0.310898555,0.043019319,0.160098887,0.466261522,0.625264294,0.667868848,0.712461537,0.640618449,0.774535599,0.885711043,0.449359194,0.586020584,0.512140754,0.771729666,0.743273179,0.799556181,0.415263056,0.717401176,"S_alt_contig15696","AT3G59500","brown"
"869","CUST_16282_PI428634872",1.816019337,1.465623638,1.75146285,1.97073112,1.727681219,2.17083513,2.075777574,2.462795615,1.884027409,2.270985485,1.917050729,2.031029802,1.971296716,2.722562719,2.514511497,2.682314984,1.917654244,1.994260999,"S_alt_contig15725","AT5G21090","brown"
"870","CUST_16289_PI428634872",1.139815734,0.739662384,1.088562645,1.390517688,1.80441825,1.708105274,1.842816982,1.747121519,1.45736839,1.73800112,1.784313854,1.6333129,1.628984574,-0.61045014,-0.643775521,-0.727130532,1.758710075,1.863583239,"S_alt_contig15744","AT1G15780","brown"
"871","CUST_16295_PI428634872",-0.165578166,0.244698755,-0.022432582,-0.131368714,-0.248350677,-0.026909986,-0.31769744,-0.262975528,-0.444049649,-0.341508624,-0.449316779,-0.391428452,-0.303674665,-0.436912203,-0.287043359,-0.372697045,-0.068494165,-0.14368882,"S_alt_contig15763","AT1G04170","brown"
"872","CUST_16298_PI428634872",0.487402943,0.566519113,0.504727999,0.082031928,0.410322866,0.486551203,0.386858609,0.38751465,0.236695524,0.332924253,0.442101229,0.725092977,0.850839419,-0.141496203,-0.114315562,-2.8e-05,0.309482818,0.699998871,"S_alt_contig15770","AT1G76550","brown"
"873","CUST_163_PI428634872",-1.107679305,-0.337350902,-0.58629513,-0.817034712,-0.769241569,-0.976995034,-0.920927153,-1.222776705,-1.112294793,-1.277100947,-1.143702717,-1.149858558,-1.092155896,-1.346204533,-1.231293446,-1.231717265,-0.914686106,-1.294519292,"S_5sp_contig07445","AT4G34110","brown"
"874","CUST_16301_PI428634872",0.719329492,1.637645218,1.035480878,0.800601541,0.96020934,1.23980711,1.137471779,0.971331845,0.679110236,0.504306286,0.569622702,0.75569557,0.703299317,1.318867252,1.527223847,1.410506086,0.698050046,0.556411758,"S_alt_contig15777","AT1G09430","brown"
"875","CUST_16304_PI428634872",-0.287951944,0.107148409,-0.208459762,-0.092775727,-0.034758199,0.550397329,0.278910433,0.435126198,-0.10025212,0.063241347,-0.150423335,0.036192686,0.117472116,1.112404176,1.220780473,1.120476698,0.032890516,0.050599824,"S_alt_contig15784","AT1G11360","brown"
"876","CUST_16340_PI428634872",-0.544260435,-1.007146957,-0.783552672,-0.569425364,-0.781923518,-0.442674229,-0.510548268,-0.514288161,-0.504991692,-0.418985081,-0.511949599,-0.694124771,-0.750048577,-0.126183521,-0.078107033,-0.18465237,-0.299597007,-0.44503475,"S_alt_contig15897","AT3G24740","brown"
"877","CUST_16390_PI428634872",-3.227376871,-3.323801148,-2.591083741,-2.41748131,-2.921291489,-2.472285658,-2.649545819,-2.032147868,-2.52886572,-2.229584088,-2.357818991,-2.249421624,-2.128306185,-1.645841451,-1.735290252,-1.818994754,-2.80088225,-2.654082109,"S_alt_contig16063","AT3G59580","brown"
"878","CUST_16395_PI428634872",1.04937208,1.502203431,1.362739963,1.276737159,1.30867446,1.889679497,1.942638192,1.866413307,1.462914448,1.148383885,1.075269529,1.066399991,1.087613407,1.401329912,1.443532895,1.384710966,1.149505669,1.144064967,"S_alt_contig16079","AT3G16640","brown"
"879","CUST_16402_PI428634872",-7.082753998,-7.554864436,-7.022988991,-6.822009366,-6.216844209,-6.89743606,-6.351536124,-6.7909943,-5.743576436,-7.348016293,-6.701119911,-6.623681103,-6.647198117,-6.039410166,-5.79801729,-6.057702004,-6.574449399,-6.259686367,"S_alt_contig16092_RC","AT1G15780","brown"
"880","CUST_16403_PI428634872",2.964561102,2.434351839,2.862516956,2.909305794,3.814592844,3.179323737,3.312007626,3.348513094,3.543164163,3.187866308,3.263516056,3.410589094,3.373729398,3.260541799,3.382530199,3.307319254,2.935258686,3.347480452,"S_alt_contig16098_RC","AT3G10920","brown"
"881","CUST_1642_PI428634872",-3.666407234,-2.434567954,-3.985479074,-4.388853911,-3.578728516,-4.645568341,-3.997647351,-5.706988278,-5.682547306,-6.205749594,-6.341228376,-6.654969847,-6.389498723,-6.887939157,-6.958695628,-7.368076306,-4.292067322,-5.898197693,"S_5sp_contig27218","AT3G07340","brown"
"882","CUST_16437_PI428634872",-1.463489136,-1.527666391,-0.984955225,-1.197887865,-1.284027007,-0.85756737,-0.955550572,-0.951623842,-0.940598007,-1.098934486,-1.035742718,-1.134999895,-1.096003322,-0.926477793,-0.896014154,-1.001733682,-1.165953073,-1.012883706,"S_alt_contig16244","AT3G58090","brown"
"883","CUST_16439_PI428634872",-4.392031038,-5.543730927,-5.594129711,-3.172217643,-3.867395297,-4.193069454,-5.486366794,-5.689948865,-5.345106576,-4.96754031,-4.730947016,-6.494762577,-7.186656539,-7.191682244,-6.056673866,-6.950739173,-4.978909919,-5.484548069,"S_alt_contig16263_NB",NA,"brown"
"884","CUST_1644_PI428634872",-1.93316458,0.306342917,-0.811843089,-1.75602171,-1.134536357,-2.282345939,-0.167248771,-2.696568588,-2.531155969,-2.598242669,-3.994786828,-3.171359179,-3.468198861,-4.624897782,-6.520388934,-4.145090751,-1.811336118,-2.402036367,"S_5sp_contig27318","AT3G18170","brown"
"885","CUST_16441_PI428634872",-1.179457856,0.856864873,-0.950148586,-1.440250257,-0.700560391,-1.748562904,-0.856603037,-1.752912222,-1.04082325,-1.185505166,-1.076938719,-0.748177181,-0.736058879,-2.124811876,-2.642486657,-2.228500674,-1.612359221,-0.841836592,"S_alt_contig16267","AT5G60920","brown"
"886","CUST_16458_PI428634872",-6.251788444,-6.979472445,-6.961909516,-6.032801891,-5.465302604,-6.120149542,-5.998552907,-6.003872882,-5.729739459,-5.217841432,-5.222423599,-5.538029425,-5.31482171,-5.300392549,-5.556429287,-5.287193431,-6.285910868,-5.930538999,"S_alt_contig16318_RC","AT4G33100","brown"
"887","CUST_16477_PI428634872",-4.035270519,-4.021471922,-3.927213365,-3.698432007,-3.844209042,-3.660690633,-3.655032181,-3.324945218,-3.496874171,-3.77388727,-3.562232257,-3.706644998,-3.631456033,-3.527663775,-3.72514355,-3.65908222,-3.410646304,-3.538497621,"S_alt_contig16427_RC","AT3G51620","brown"
"888","CUST_16498_PI428634872",0.393414271,2.699643219,0.139420158,-0.870781658,0.38601785,-0.774582571,-0.332196893,-2.08848584,-1.347878827,-1.43785154,-1.738278724,-1.162701821,-1.114265297,-2.488691172,-2.870862029,-2.12680814,-1.283101697,-0.713309758,"S_alt_contig16526","AT5G05170","brown"
"889","CUST_16505_PI428634872",0.592016378,0.668947553,0.830593573,0.727995709,0.715596008,0.656026228,0.633941927,0.331851642,0.266685198,0.439957022,0.443744442,0.488883862,0.392431524,0.228944434,0.259861157,0.253198271,0.523602693,0.663010095,"S_alt_contig16625","AT4G32551","brown"
"890","CUST_16515_PI428634872",5.472929136,4.834321946,5.726111883,5.941686741,5.325699244,5.072019197,5.054220942,5.847107007,6.471898313,5.98880091,5.730195351,6.096867766,6.147112219,6.062538399,5.948328976,6.230837647,5.370208684,5.413305303,"S_alt_contig16737","ATMG01360","brown"
"891","CUST_16533_PI428634872",-2.880726216,-3.057033217,-2.761136305,-2.716179075,-2.462917901,-3.167730284,-2.900721895,-3.174212256,-3.048188644,-2.973948284,-2.961884942,-2.929436068,-2.773107257,-3.223025778,-2.852784186,-2.953481341,-2.65644154,-2.792259409,"S_mar_contig00102_RC",NA,"brown"
"892","CUST_16558_PI428634872",-3.148806121,-3.689192529,-3.435484312,-3.363029201,-3.503886747,-3.28276467,-3.456979096,-3.163987693,-3.367261643,-3.565517498,-2.961181432,-3.389450773,-3.168275205,-2.714557785,-2.672331226,-2.649432629,-2.895904482,-3.688110614,"S_mar_contig00466_RC","AT5G35180","brown"
"893","CUST_1656_PI428634872",-1.845525224,-1.47162533,-1.318255552,-1.242315198,-1.211337649,-1.454767921,-1.421730216,-1.939574286,-1.438778217,-1.100595727,-1.382615087,-1.340333156,-1.334642035,-1.664017197,-1.611414776,-1.504899435,-1.520772952,-0.731946716,"S_5sp_contig27605","AT2G34680","brown"
"894","CUST_16560_PI428634872",-2.21830141,-2.186634582,-1.98131002,-2.135081348,-2.103777558,-2.30586517,-1.875184253,-2.255180787,-2.499878219,-2.346094732,-2.443514492,-2.478490404,-2.433136604,-2.77867249,-2.635252136,-2.632428714,-2.223402806,-2.242775928,"S_mar_contig00515","AT3G17205","brown"
"895","CUST_16565_PI428634872",-1.462578412,-1.802560471,-1.50196879,-1.888888241,-1.609101089,-3.533168336,-3.433497126,-4.383005549,-3.613296464,-4.368365944,-3.470635758,-3.802767634,-3.838503954,-4.518485647,-5.106015519,-4.062134849,-2.224181914,-2.238424039,"S_mar_contig00608","AT5G60010","brown"
"896","CUST_16569_PI428634872",-6.1877440215,-6.7228070781,-6.988033404,-6.620678401,-6.889043005,-7.163125361,-6.813753687,-6.712292175,-5.796262779,-6.181318534,-6.227740189,-6.420202279,-6.736186472,-5.191721981,-5.531465028,-5.882893693,-7.103153418,-6.805752283,"S_mar_contig00701_RC","AT3G58770","brown"
"897","CUST_16571_PI428634872",-4.38684119,-1.386154908,-4.002002327,-4.498815529,-4.075010369,-3.931554518,-3.45684513,-5.328928885,-4.926451768,-4.046489384,-6.457771449,-5.727829286,-5.89369007,-5.965518838,-5.047339755,-5.70300776,-4.703445631,-5.592176803,"S_mar_contig00801",NA,"brown"
"898","CUST_16616_PI428634872",-1.846917831,-2.032390635,-1.721145,-1.681319266,-1.849270589,-2.015661511,-2.14065616,-2.071754594,-2.020100818,-1.981214265,-2.002425833,-1.930798673,-1.910418629,-2.114781525,-2.050977696,-2.118151564,-1.838457114,-1.950909238,"S_mar_contig01582","AT1G26190","brown"
"899","CUST_16639_PI428634872",-2.809862076,-2.916901888,-2.500120704,-2.226912679,-2.803076246,-1.98712534,-2.115725906,-1.900325924,-2.356199458,-2.170072126,-2.3344867,-2.322249861,-2.267465578,-1.847494027,-1.978492982,-1.672473352,-2.628273396,-3.021302744,"S_mar_contig01904","AT1G69740","brown"
"900","CUST_1664_PI428634872",-0.984686374,-1.362601565,-1.99205466,-1.429395236,-0.994219978,-0.779202525,-1.157336863,-0.781150808,-0.161316875,-1.105524513,-0.762425242,-1.1107181,-0.940438896,0.343590825,1.134989062,0.620938054,-1.194415242,-1.104383252,"S_5sp_contig27730","AT3G55610","brown"
"901","CUST_16646_PI428634872",-4.355219314,-4.822958152,-4.627486369,-4.029504716,-4.33665622,-4.700691541,-4.670394246,-4.314555683,-4.247440266,-4.558667644,-4.275542397,-4.351028465,-4.269099757,-4.342451878,-4.647861855,-4.767405494,-4.594363381,-4.366452277,"S_mar_contig02019_RC","AT1G26190","brown"
"902","CUST_16660_PI428634872",-5.279397372,-5.485911824,-5.070902907,-4.971656459,-5.1885581,-4.757003262,-4.895785957,-4.896142314,-4.941822707,-4.704141063,-4.709539894,-4.843221086,-5.373063539,-4.952603699,-4.82723166,-4.891425827,-4.553874238,-4.405736809,"S_mar_contig02225",NA,"brown"
"903","CUST_16663_PI428634872",-4.031874401,-3.528706493,-3.334213299,-3.767685401,-4.556470224,-3.676313097,-3.475984506,-3.163032952,-3.015719208,-2.838041907,-3.074740365,-3.18110717,-3.05164115,-2.773203662,-2.745120823,-2.785549273,-3.704558817,-3.019742981,"S_mar_contig02421_RC","AT3G10660","brown"
"904","CUST_1667_PI428634872",-1.677037121,-2.161120206,-2.085113569,-2.101458466,-2.087723056,-1.778601641,-1.623231089,-1.583225301,-2.002685904,-1.976560018,-1.71051139,-1.785709033,-1.727213528,-1.861181407,-1.695186242,-2.100249693,-1.943646933,-2.251039925,"S_5sp_contig27754","AT4G16110","brown"
"905","CUST_16681_PI428634872",-0.70317215,-0.276307927,-0.182019651,-0.469013015,-0.52495745,-0.025124584,-0.043154094,0.307911868,-0.19397999,-0.138324747,-0.254368895,-0.287296897,-0.312236269,0.077240019,0.085714609,0.099834721,-0.703368026,-0.455702717,"S_mar_contig02833","AT1G80670","brown"
"906","CUST_16687_PI428634872",-5.147562712,-4.586818961,-5.519604633,-5.342960188,-5.211634565,-5.976468534,-5.861976499,-5.979164759,-5.682504528,-5.981824957,-5.60698744,-5.904685395,-6.07482285,-6.446050306,-6.265798198,-6.137013684,-5.365279486,-5.790464473,"S_mar_contig03046_RC","AT1G76460","brown"
"907","CUST_16704_PI428634872",-6.60659719542857,-7.709240219,-7.18195640777778,-7.856346756,-6.74175333533333,-7.543041952,-7.48822349216667,-7.314372186,-6.0457084495,-7.176858208,-7.212149611,-1.77243059813576,-7.336019045,-6.870847977,-6.555660714,-6.090897178,-7.409128065,-7.53385521028571,"S_mar_contig03523_RC",NA,"brown"
"908","CUST_16706_PI428634872",-6.881203982,-7.016911838,-7.894544613,-6.766999635,-6.62752863611111,-6.958616808,-5.955294127,-5.773370942,-6.398269412,-6.952995251,-6.296308476,-7.318550934,-6.915239552,-6.231318078,-6.092855908,-6.433486728,-7.225513701,-6.405670167,"S_mar_contig03563_RC",NA,"brown"
"909","CUST_1672_PI428634872",-1.573373948,-1.274770427,-1.741041189,-1.813635934,-1.688036968,-2.380013977,-1.976611094,-2.46674377,-2.018936529,-1.957550191,-1.902061574,-1.956459641,-2.135943502,-2.043791678,-2.042332163,-2.064781484,-1.41215246,-1.592221975,"S_5sp_contig27799","AT2G34750","brown"
"910","CUST_16767_PI428634872",-4.882709094,-4.55746122,-4.096731163,-3.9230907,-4.620543329,-7.055878369,-5.849840125,-7.336196879,-6.596767548,-4.874842475,-5.610682017,-5.616766982,-5.3879469,-6.3680682349,-7.530152059,-8.028488603,-3.806181193,-5.243966118,"S_mar_contig05375_RC","AT5G06060","brown"
"911","CUST_16768_PI428634872",-6.0506769714,-5.602443085,-6.667715019,-5.63338822,-5.497370888,-6.292369911,-5.542750816,-6.181496636,-5.614568036,-6.769309006,-6.50506942,-5.850561601,-6.242253327,-7.45639163,-7.066614481,-7.958152532,-7.031607838,-6.185122588,"S_mar_contig05381","AT3G42170","brown"
"912","CUST_16790_PI428634872",-3.964380442,-3.717927892,-3.488169129,-3.475643098,-4.176091049,-4.211047609,-4.267487557,-3.982288392,-3.823871244,-3.413353903,-3.480855394,-3.796331773,-3.838973777,-4.156018935,-4.125087291,-4.652279038,-2.625407397,-3.539212746,"S_mar_contig05785_RC","AT5G41980","brown"
"913","CUST_16808_PI428634872",0.604564206,0.237554486,0.520490455,0.61921942,0.732960985,0.775811688,0.71084701,0.629082741,0.740203819,0.501045034,0.578269734,0.64411389,0.601372956,0.708651065,0.609003689,0.65165481,0.535533646,0.693531999,"S_mar_contig06121","AT3G09100","brown"
"914","CUST_16816_PI428634872",0.589954485,0.860080908,0.764581357,0.502322628,1.113208662,0.228614144,0.750411179,0.0861581,-0.28776516,-0.069738318,0.298667118,0.206948797,0.175317806,-0.00283494,-0.739384602,-0.24478654,0.299624244,0.195869009,"S_mar_contig06291_RC","AT1G52827","brown"
"915","CUST_16820_PI428634872",-0.786388915,-0.871130457,-0.725987395,-0.70755149,-0.635541934,-1.008224334,-0.892717826,-1.376690501,-1.098081678,-1.123629378,-0.980272352,-0.955991602,-0.927360626,-1.350173304,-0.93143187,-0.946543695,-0.709877628,-0.803987368,"S_mar_contig06365_RC","AT1G72710","brown"
"916","CUST_16824_PI428634872",-1.331918784,-0.816183654,-1.17678014,-1.327072194,-1.399266212,-1.295705002,-1.394441893,-1.765136354,-1.604073251,-1.507114948,-1.530540375,-1.439953906,-1.436276168,-1.858017358,-1.764587688,-1.612795993,-1.414512131,-1.261803253,"S_mar_contig06600","AT1G17880","brown"
"917","CUST_16874_PI428634872",-5.872336715,-4.805349647,-5.356604095,-5.497008046,-5.905481091,-5.816293921,-5.170572879,-6.130467047,-5.4649311,-6.011863778,-5.342864386,-5.831051159,-5.382849929,-7.201989916,-7.211016723,-6.919930508,-5.789273497,-4.944131156,"S_mar_contig08140","AT3G26935","brown"
"918","CUST_16881_PI428634872",-2.072345472,-1.734244501,-1.496204562,-1.15173529,-1.667339467,-1.455431397,-1.678121548,-1.220530607,-1.348456925,-0.985140297,-1.047014478,-0.921948685,-0.826993261,-0.653300338,-0.924062384,-0.611075474,-1.454595584,-1.42355566,"S_mar_contig08380","AT3G10670","brown"
"919","CUST_16882_PI428634872",-6.715915677,-6.130196488,-5.232850351,-5.566541772,-5.785143384,-5.247708344,-5.369210891,-5.599502692,-6.750556543,-5.586810725,-5.879443069,-5.73591564,-5.413767925,-5.018459232,-5.722955075,-4.817583414,-6.203885721,-5.186415195,"S_mar_contig08394",NA,"brown"
"920","CUST_16886_PI428634872",-4.852944806,-1.819756551,-4.688217999,-3.962845519,-5.324035716,-4.906549417,-5.5199265,-6.062248105,-6.010309605,-5.936959595,-5.09066594,-5.230740353,-5.1271193,-5.435213815,-5.824572079,-5.523902259,-4.46348455,-5.451400044,"S_mar_contig08424","AT3G10440","brown"
"921","CUST_16887_PI428634872",-2.13406806,-2.2853568,-2.288244539,-2.329223307,-2.415409828,-2.599528706,-2.789549426,-3.357265329,-2.615532964,-2.968643677,-2.513130955,-2.63219325,-2.616882278,-3.533088011,-3.208932523,-3.212692967,-2.523844377,-2.258377782,"S_mar_contig08459","AT2G24960","brown"
"922","CUST_16893_PI428634872",-3.053472721,-3.339564872,-2.919936162,-2.991542037,-3.042194852,-2.564037714,-2.748336084,-2.557455063,-2.818926302,-2.932198236,-2.999875822,-2.800481336,-2.665812144,-2.856590737,-2.662924772,-2.539572836,-2.622068096,-2.459919657,"S_mar_contig08584","AT5G09680","brown"
"923","CUST_16897_PI428634872",-3.398404277,-0.589951532,-2.114671445,-3.197591319,-2.054675785,-2.166367825,-2.603810761,-4.204232985,-5.404241211,-4.620638206,-5.727417823,-5.211423473,-5.336359969,-4.539242063,-6.304239258,-5.497707616,-4.536885981,-4.965566797,"S_mar_contig08673_RC","AT5G07010","brown"
"924","CUST_16913_PI428634872",-0.900654431,-0.40556992,-0.904993852,-0.631847209,-0.777662266,-0.89325042,-1.049919954,-1.144645565,-1.347908105,-1.074851983,-0.935635193,-1.085475389,-1.141888918,-1.198143887,-1.05908636,-1.024000897,-0.752237346,-1.002826305,"S_mar_contig09007","AT3G33530","brown"
"925","CUST_16945_PI428634872",0.222134364,0.341306714,0.199279795,0.075000161,0.195877122,0.206130175,0.183714444,0.134925782,0.32749259,0.018117707,0.210084203,0.104943925,0.137137122,-1.025319064,-0.702974641,-1.039313249,-0.205073142,0.291329403,"S_mar_contig09922","AT3G46730","brown"
"926","CUST_16966_PI428634872",-1.327902553,-0.428068568,-1.083853711,-0.996685426,-1.257487185,-1.197534963,-1.473245731,-1.682736227,-1.273521708,-1.269466984,-1.101198149,-1.305370321,-1.303156095,-1.55351139,-1.09287107,-1.276788411,-0.998077136,-1.567017154,"S_mar_contig10400","AT3G13224","brown"
"927","CUST_1697_PI428634872",-1.300932543,-1.604971381,-1.294121657,-1.329317127,-1.363954816,-1.181919921,-1.280389771,-1.312686033,-1.474087293,-1.344496952,-1.505969834,-1.407426143,-1.398464673,-1.089404688,-1.029856288,-1.007455887,-1.958783404,-1.317949276,"S_5sp_contig28001_RC","AT4G25800","brown"
"928","CUST_16975_PI428634872",0.336701969,0.595540293,0.722347706,0.648252528,0.63003511,0.499126722,0.437782558,0.466083554,0.213956542,0.628062313,0.397189115,0.441774723,0.439942213,0.294497593,0.296704698,0.516143162,0.480237663,0.834479021,"S_mar_contig10609","AT5G27860","brown"
"929","CUST_16990_PI428634872",0.871640406,0.306517787,1.034454706,1.208523081,1.136266004,0.808120884,1.240517134,1.435090527,1.1728791,1.505660186,1.146700954,1.344705808,1.254069217,2.177352388,2.024236483,2.188377992,1.077214121,1.468241583,"S_mar_contig11286","AT5G42050","brown"
"930","CUST_17009_PI428634872",-0.812550838,-0.650476815,-0.894419051,-0.818775115,-0.896628786,-1.218470654,-1.044744231,-1.471448202,-1.443724686,-1.286442615,-0.961747344,-1.079558437,-1.138911592,-1.787954207,-1.554379595,-1.577841846,-0.822932333,-0.808631338,"S_mar_contig11972_RC","AT1G30970","brown"
"931","CUST_17031_PI428634872",0.868862779,2.378078057,1.020195293,0.722263284,0.92792637,0.696687445,1.070943608,0.274402169,0.690735419,0.677393739,0.491927255,0.533050465,0.540002482,-0.118938053,-0.237484068,-0.202755474,0.416864966,0.668394615,"S_mar_contig13040","AT1G69230","brown"
"932","CUST_17045_PI428634872",1.012412221,0.781830189,0.964621017,0.857637051,0.843988194,0.441167687,0.38055498,0.368585322,0.352663941,0.589322498,0.303143626,0.320912244,0.33667857,0.005065783,-0.338691127,0.055434287,0.714459871,0.734080166,"S_mar_contig14249","AT2G38710","brown"
"933","CUST_1706_PI428634872",0.061853074,-0.03491728,-0.018831785,0.073775122,0.124919621,-0.328099222,-0.383218408,-0.404954633,-0.4295156,-0.219144802,-0.357177179,-0.367869113,-0.381740788,-0.977834974,-1.005259676,-0.993700435,0.114582682,-0.290280173,"S_5sp_contig28090","AT4G02570","brown"
"934","CUST_1737_PI428634872",-1.441704798,-1.53545759,-1.580219066,-1.550068507,-1.642442359,-1.814268985,-1.888002195,-2.078143484,-2.136635996,-2.037951346,-1.677177585,-1.632763009,-1.644015399,-2.121825909,-1.84930816,-2.052704778,-1.590712047,-1.863176538,"S_5sp_contig28319","AT2G11000","brown"
"935","CUST_1744_PI428634872",-0.020516651,-0.572811663,-0.281378217,-0.534210429,-0.139208207,-0.309806118,-0.398778719,-0.926766969,-1.009936623,-0.934811454,-0.371423871,-0.439986497,-0.507587513,-1.203338983,-1.054299745,-1.138956912,-0.595875881,-0.842963623,"S_5sp_contig28339","AT5G05740","brown"
"936","CUST_1749_PI428634872",-4.528832405,-4.584926347,-4.207124888,-3.645699786,-4.901247717,-2.813423097,-2.900155826,-3.117438111,-3.858664006,-2.018249975,-3.988719331,-3.964465776,-3.971097904,-1.222848684,-1.089408625,-1.260151424,-3.802305518,-2.025724283,"S_5sp_contig28349_RC","AT2G23890","brown"
"937","CUST_1759_PI428634872",-0.441898061,-1.290967256,-0.768577325,-1.057975488,-0.528244623,-0.743200276,-0.488547354,-0.142379402,-0.13806187,-0.469937612,-0.169247926,-0.370692,-0.398405113,-0.056618604,-0.673817185,-0.236813359,-1.449662717,-0.281451154,"S_5sp_contig28404","AT5G53120","brown"
"938","CUST_1762_PI428634872",-1.98143792,-1.78083051,-1.272665979,-1.386758457,-1.674417489,-1.188578664,-1.0733444,-1.145355257,-1.367698014,-1.645118655,-1.757942844,-1.898919228,-1.778748817,-1.321968964,-1.163088957,-1.319783977,-1.660535457,-1.824855053,"S_5sp_contig28432_RC","AT5G04670","brown"
