



MEpurple	0.821167387814887


MEplum1	0.0470890504073425


MEturquoise	0.324034279629478
MEdarkgrey	0.35661074771769






MEyellow	0.0239330439211725
MEblack	0.477750103055666
MEskyblue3	0.146274538003263


MEdarkmagenta	0.86092535761615




MEgreen	0.651623345708389
MEbrown	2.60080760168258e-05




MEpaleturquoise	0.122889542371563
MElightgreen	0.545485528309275


MEgrey60	0.788017755452033


MEorange	0.876046089216356


MEsteelblue	0.184425990200177


MEmagenta	0.125683861634975


MEdarkorange	0.486427849920662






MEblue	0.0388122896428507
MEsienna3	0.498669577727253
MEdarkred	0.505975377742503


MEroyalblue	0.910353744537618




MEcyan	0.115360885414149


MEgreenyellow	0.0541451263183606
MEviolet	0.156635520757774




MEsalmon	0.00780020890310507
MEdarkolivegreen	0.862906195192138


MEdarkgreen	0.993582187585517


MElightcyan	0.189922823058064


MEtan	0.0847461441500561


MEmidnightblue	0.312666674705147




MEdarkturquoise	0.406406491291476
MEskyblue	0.189997478891371






MEwhite	0.300320218046185
MEsaddlebrown	0.451106391701412
MEyellowgreen	0.768646305605571


MElightyellow	0.62520648957274


MEpink	0.0142893313344108




MEgrey	0.468127020573227
MEred	0.113810028906062
