ProbeName,oil_1_1_Median,oil_1_3_Median,oil_2_4_Median,oil_2_5_Median,oil_2_6_Median,oil_3_7_Median,oil_3_8_Median,oil_3_9_Median,no_4_10_Median,no_4_11_Median,no_5_13_Median,no_5_14_Median,no_5_15_Median,no_6_16_Median,no_6_17_Median,no_6_18_Median,oil_1_19_Median,no_4_20_Median
CUST_15902_PI428634872,-4.362479726,-4.910001121,-5.124019618,-4.947383566,-5.158379845,-5.590516329,-5.480874898,-5.000224099,-5.483679719,-5.029518198,-5.495218945,-5.507373527,-5.11743123,-4.945937746,-4.323190318,-5.17237937,-4.519543231,-5.126335266
CUST_15903_PI428634872,-1.433441716,-1.620515916,-1.616714928,-1.928774032,-1.395097487,-2.654489438,-2.555176059,-3.108981461,-2.847072062,-2.680278014,-2.573400398,-2.53827718,-2.571027887,-2.641537802,-3.300246715,-2.687073926,-1.764762271,-2.871040581
CUST_15904_PI428634872,2.260330098,2.571834778,2.334339093,2.376416478,2.219106751,2.568233534,2.552686505,2.526640991,2.310620575,2.275384101,2.137728361,2.135916981,2.18932841,2.324371432,2.211140638,2.048259691,2.345415757,2.173846002
CUST_15905_PI428634872,2.121055937,2.048237593,1.977149368,1.928336565,2.065283009,1.888007589,1.815667853,1.670078647,1.658757844,1.649999086,1.808141787,1.819008505,1.958522185,2.105797797,2.236249126,2.05862956,2.261214439,1.911705512
CUST_15906_PI428634872,-2.354681725,-2.588210461,-2.28724371,-2.349946357,-2.041949073,-1.883019938,-1.84360055,-1.684516961,-2.154078502,-2.367528583,-1.655875314,-1.822441779,-1.743543192,-2.241706673,-1.886550562,-2.172383053,-2.288330783,-2.209744877
CUST_15907_PI428634872,8.975776528,8.178105069,7.875674485,8.135645085,8.891426426,7.938261756,8.013881418,8.462256343,8.612059297,7.624309108,8.123931298,7.880276994,7.663662745,7.764848946,8.23339336,7.87744328,8.097068349,7.692559015
CUST_15908_PI428634872,-1.665640394,-1.118838571,-1.325914628,-1.234115878,-1.826600912,-1.977386957,-1.735472498,-1.852250618,-2.138735707,-2.280003309,-2.466865292,-2.312819155,-2.36881218,-1.174659402,-1.356713112,-1.148257824,-1.648156583,-2.298075186
CUST_15909_PI428634872,4.085374716,3.798250117,4.460229187,4.249386007,4.348324246,4.631523547,4.703416001,4.936152411,4.195913224,4.168074475,3.677008965,3.709625764,3.74048773,4.641749328,4.545930053,4.42884004,3.91165641,3.97141977
CUST_1590_PI428634872,-0.397648228,-1.221401194,-0.77046992,-0.856029711,-0.235565181,-1.072167271,-0.985910504,-0.633581969,-0.692773148,-1.114288934,-0.508165187,-0.686556706,-0.642022649,-0.948258686,-0.943713052,-1.087193546,-0.662597749,-0.940695535
CUST_15910_PI428634872,0.550897968,0.618596306,0.357102804,0.963207766,0.876109305,0.541632392,0.663111015,0.957102579,0.21854948,-0.399431184,-0.135733751,-0.02619125,0.108470774,1.761810885,1.99584177,1.641954671,0.503769129,0.02717607
CUST_15911_PI428634872,1.143573275,0.879840348,1.167198222,0.90829184,1.062785673,1.007580827,0.792208982,0.710344192,0.797432962,0.772188856,1.114675291,0.985289248,0.914004042,1.06941028,1.106294204,1.004810461,1.196596176,1.02305978
CUST_15912_PI428634872,-5.244104362,-5.476089573,-5.706123849,-5.284308889,-4.786195617,-5.013899505,-4.790295133,-4.553554447,-4.628115026,-5.134246504,-4.521702529,-4.868751289,-4.978245382,-5.160552196,-4.478440646,-5.121092542,-5.002703203,-4.541682078
CUST_15913_PI428634872,1.369836598,1.617439132,1.804423128,1.521397035,1.334921155,1.312384208,1.028382977,1.037651279,0.034800274,0.338551078,-0.775511477,-0.318064583,-0.096261312,0.648175609,0.620829129,1.03081042,1.372628977,0.537572722
CUST_15914_PI428634872,1.437962452,1.990135274,1.549132127,1.465588032,1.457685719,1.983220137,1.891020181,1.76360732,1.672322133,1.676079616,1.337345732,1.371369828,1.496962488,1.642625333,1.579441561,1.375448443,1.560853484,1.455659468
CUST_15916_PI428634872,-1.759051808,-1.984834567,-1.880885767,-1.723829415,-1.72710376,-1.919572148,-1.729506753,-1.731266953,-1.919341058,-2.032985272,-2.087076018,-2.195448778,-2.139406111,-1.344419534,-1.137061065,-1.318368333,-1.588313683,-1.729678772
CUST_15917_PI428634872,0.536518037,-0.030210057,0.148803547,0.872977188,0.689978804,-0.108036356,-0.899996184,-0.844531615,1.105085945,0.92590487,0.687669661,0.593913207,0.580457768,-0.894851819,-0.175247165,-0.726777682,0.733528216,1.157229457
CUST_15919_PI428634872,-0.440644255,-0.975742379,-1.143141464,-1.118605301,-1.233827181,-0.855183842,-0.58907059,-0.400720381,-1.660641901,-1.921900478,-2.992578057,-2.823452329,-2.718441738,-1.108185467,-0.996912631,-0.973600502,-0.778904838,-2.278415554
CUST_1591_PI428634872,-5.496116307,-6.666977502,-6.835954005,-6.485854842,-6.256973211,-6.245538374,-6.716231779,-6.176450367,-6.987364382,-6.897930238,-6.14542909,-6.830013235,-6.783955198,-6.283527898,-6.335532317,-6.644075476,-6.11993033,-6.520639073
CUST_15920_PI428634872,1.816015908,2.836096547,1.782504333,1.658513612,1.639459217,1.945446316,2.077410095,1.986072752,1.926799045,1.907591695,2.002192065,2.065728096,2.100369764,1.354435576,1.250455159,1.128740091,1.804360738,1.670491335
CUST_15921_PI428634872,0.851665818,2.168712441,1.14739077,1.091882244,1.050693675,1.219752879,1.179362787,0.93313346,1.076795112,1.101103699,0.845767529,0.815210417,0.890812792,0.513367291,0.248834899,0.382155091,1.059119932,1.05248867
CUST_15922_PI428634872,0.45663058,1.351846031,0.684221222,0.630654296,0.494108062,1.043543614,0.916165483,1.00308373,1.0376753,1.187389168,0.830223805,0.767969855,0.884483859,0.764037305,0.639157826,0.547357833,0.660372573,0.820173479
CUST_15923_PI428634872,1.02061417,1.711885368,1.207108037,1.176025332,0.939945135,1.181064274,1.143736184,0.948380108,1.418640156,1.341381104,1.263174376,1.212524947,1.253758134,0.890370141,0.661705492,0.664978539,1.407342637,1.192806912
CUST_15924_PI428634872,0.21653725,0.32933725,0.272485243,0.384185803,0.342187641,0.259548649,0.253736488,0.305156997,-0.130676217,-0.14950516,-0.149685313,-0.313182536,-0.360472702,0.292081546,0.347610195,0.141524754,0.226996166,-0.330614054
CUST_15925_PI428634872,2.424266787,2.102461956,2.510113297,2.498068406,2.306789783,2.29888681,2.331901164,2.403476707,2.218677388,2.298200423,1.90583528,1.858802896,2.000057026,2.325460399,2.327031685,2.432423769,2.410022224,2.670902666
CUST_15926_PI428634872,-2.657169593,-1.939161152,-1.870241321,-2.316796924,-2.196484804,-2.058365379,-1.837083831,-2.469336802,-1.467464843,-1.797254601,-1.971337578,-2.344568471,-2.377481205,-1.797387812,-1.905147475,-1.682188497,-2.317076991,-2.108015588
CUST_15927_PI428634872,3.168976309,2.94929912,3.308241052,3.259054626,3.317126948,2.914767593,3.153428861,3.21063849,2.790861537,2.690433763,2.514946615,2.701129489,2.698831038,2.947333386,2.740253232,2.964190039,2.869263582,2.612623904
CUST_15928_PI428634872,,-7.970249293,,-7.776536107,,-7.554229265,-7.457654217,-7.199296636,-6.580418683,-8.29051002,,,-7.945586179,-6.59167927,-6.007873041,-6.485340386,,
CUST_15929_PI428634872,7.358862416,6.778600769,7.114560164,7.115622349,7.612586925,7.063950527,7.336961179,7.064913023,7.248471275,6.962362839,6.731735591,6.770318132,6.726982305,6.412140501,6.540460687,6.489083159,6.643486811,6.584689286
CUST_1592_PI428634872,-1.970999763,-1.902592993,-1.159639314,-1.214605857,-1.139866084,-0.699135734,-0.703295433,-0.381555554,-0.422913637,-0.713811008,-1.217063541,-1.187387254,-1.173705406,0.128472165,-0.001477358,-0.210197364,-1.392142296,-1.52433026
CUST_15930_PI428634872,-5.426547268,-5.594429985,-5.254309697,-5.500062613,-5.237090577,-5.840236195,-5.689099983,-5.301798128,-4.493587961,-5.12866749,-4.445248793,-4.166438914,-4.330645067,-4.814398631,-5.533251823,-5.328180328,-5.923344748,-5.292891642
CUST_15931_PI428634872,-5.322158576,-5.689938524,-5.508231151,-5.60226437,-5.832087203,-6.096498324,-5.809389949,-5.250364703,-5.118072683,-4.759790015,-4.28424024,-4.202400344,-4.135056912,-4.846342412,-5.399876371,-5.186009484,-5.52570933,-5.531120054
CUST_15932_PI428634872,-4.725843901,-5.241914126,-5.346408111,-5.160173018,-5.006279977,-5.407294539,-5.33695352,-5.334863473,-5.723169589,-6.114005318,-5.358287798,-5.357668353,-5.316480317,-4.954592014,-4.561942926,-4.877946722,-5.150293842,-5.482802439
CUST_15933_PI428634872,-3.318867185,-2.952650091,-2.815802284,-2.778353413,-2.942980001,-2.97036246,-2.97888675,-2.820629435,-2.947601545,-3.104148763,-3.031248699,-3.111162349,-3.120988169,-2.907144562,-2.469682916,-2.678184895,-2.93029285,-3.009933394
CUST_15934_PI428634872,-0.046676347,-0.074720876,-0.259289331,-0.223662486,-0.385547843,0.216896614,0.099032143,0.291545495,-0.544054955,-0.467796561,0.177097941,0.072294111,0.009770048,0.206425634,0.32278791,0.156332415,-0.804522278,-0.463626007
CUST_15935_PI428634872,2.306298199,2.000460273,1.958406273,1.756248314,1.943473869,2.388811608,2.224176873,2.104088702,0.508991313,0.717531142,0.128251307,0.358987554,0.349149909,2.775155712,2.845683473,2.859018784,2.051563405,0.856803524
CUST_15936_PI428634872,1.715779952,2.301738139,1.835938797,1.839994764,1.689943469,2.044346814,1.902889509,1.71810913,1.868603644,1.881927998,1.675223874,1.696649392,1.761899614,2.066682614,2.00427074,2.041181272,1.925716948,1.575037721
CUST_15937_PI428634872,1.601122108,2.069253724,1.65230472,1.541763333,1.45256,1.863127419,1.639469238,1.45762072,1.643997899,1.594618584,1.407216405,1.501288439,1.502018231,1.804042116,1.724490849,1.734532508,1.663327684,1.392422239
CUST_15938_PI428634872,0.373816754,0.426657214,0.688648632,0.591665506,0.471804228,0.843403433,0.718829648,0.607400836,0.687143324,0.564381619,0.672909336,0.508890235,0.536405319,0.381662663,0.512544561,0.367811523,0.468364551,0.702712386
CUST_15939_PI428634872,1.908158534,2.393021321,1.914223123,1.942291548,1.835199584,2.154303864,2.158305632,2.102364013,2.071448312,2.045524529,2.090571313,2.080656634,2.06029433,1.919497295,1.783015879,1.709541083,2.050845939,1.500967331
CUST_1593_PI428634872,-1.997846292,-1.801666793,-1.905930912,-1.700077744,-1.715963816,-1.883246366,-1.917272579,-1.978151204,-1.752052248,-1.850729349,-2.099249069,-2.182775981,-2.114228379,-2.049684637,-1.959660904,-1.793412392,-1.988136592,-2.072788807
CUST_15940_PI428634872,1.516741036,1.993392099,1.593749063,1.535789335,1.68024325,1.77153718,1.610594372,1.467120065,1.493207902,1.452370461,1.674121742,1.494682251,1.636076894,1.593834497,1.72706952,1.646019591,1.673895906,1.728149042
CUST_15941_PI428634872,2.360062369,2.506366071,2.59168325,2.55950771,2.495412335,2.378112896,2.694878545,2.593720537,2.605608881,2.593289007,2.560975538,2.687433954,2.595229295,2.74554951,2.663382693,2.787291092,2.288749543,2.504467904
CUST_15942_PI428634872,0.734672468,0.43353587,0.668794008,0.589522822,0.288347155,0.148350281,-0.465787632,-0.328350664,0.20389157,-0.024671536,0.265874194,0.333371103,0.346916562,0.173552267,0.750507023,0.435629234,0.689016989,-0.417413388
CUST_15943_PI428634872,-0.121201168,0.121335703,-0.096305043,-0.20478806,-0.143017375,-0.04011053,-0.088736196,-0.088427341,0.285629882,0.493992482,0.214093043,0.159613099,0.192678751,0.169966296,0.052923546,0.05978542,0.102674027,0.231893767
CUST_15944_PI428634872,0.194869754,-0.210496364,-0.538318178,-0.746209352,-0.77915861,-0.34846133,-0.720160719,-0.425702868,0.960161564,0.737928147,0.380314822,0.559972524,0.582062256,-0.490709579,-0.469759018,-0.467788046,0.079895707,0.415152108
CUST_15946_PI428634872,-0.992409547,-0.41119617,-0.550206492,-0.723896992,-1.155891379,-0.970981552,-1.125784767,-0.899011169,0.169246008,0.464626553,-0.18083797,-0.088195047,-0.111167445,-1.242758093,-1.374639594,-1.329951673,-0.828896367,0.309047045
CUST_15947_PI428634872,-3.87928338,-3.310194703,-2.274773029,-2.432103757,-1.991997376,-2.900327717,-2.917565548,-2.716431277,2.828637413,2.722982182,2.670335832,2.880627047,2.913200793,-3.800044381,-3.487916797,-3.316152852,-3.163677238,3.083645598
CUST_15948_PI428634872,1.323488463,2.226128989,1.436741625,1.429604697,1.311696498,1.486919057,1.445932687,1.454016352,1.644889162,1.621354572,1.424058697,1.508694234,1.450969229,1.524883117,1.458868394,1.396186711,1.402241423,1.655831701
CUST_15949_PI428634872,1.752845578,1.539815955,2.029556458,1.921729687,2.090322668,1.497760466,1.566306991,1.085014676,1.282641016,1.408208046,1.354869558,1.68721758,1.665483776,1.402230531,1.532091306,1.733858697,1.362455749,1.558557286
CUST_1594_PI428634872,-2.974835263,-2.668919353,-2.605922474,-2.488181801,-3.142368853,-2.835167991,-3.058207022,-2.666670305,-2.470377109,-2.294718917,-2.535463647,-2.548496898,-2.473358015,-2.641325956,-2.862389047,-2.728781891,-2.850389859,-2.582623222
CUST_15950_PI428634872,-6.350557137,-6.646278439,-4.480560216,-7.031537383,-5.009288441,-4.368383727,-4.960897471,-4.719726765,-4.211618074,-4.41433616,-7.547926878,-6.704456431,-7.745308466,-5.203172267,-6.23234589,-4.789423659,-4.585592912,-4.39693685
CUST_15951_PI428634872,2.259392164,1.991196185,1.90850896,2.164009982,2.006866985,1.9566087,2.021723204,1.969658096,1.993180002,2.199484276,2.002743189,2.139236312,2.092211035,2.357755711,2.485232806,2.320363485,1.656811639,2.641837018
CUST_15952_PI428634872,3.787090105,3.298627816,3.834319085,3.711608181,3.579429744,4.165505745,4.097802041,3.951324559,2.910890422,2.953069129,2.850539336,2.932734062,2.77141887,3.68159339,3.471891972,3.595173402,3.654838318,2.860881091
CUST_15953_PI428634872,-1.081095244,-0.443094915,-0.950074761,-0.565413393,-0.844142838,-0.776379003,-0.733684916,-0.771263775,-0.254286359,-0.42695785,-0.449948285,-0.124619387,-0.106955813,-1.519287087,-1.376939021,-1.655698589,-0.708269473,-0.089865064
CUST_15954_PI428634872,-5.908442798,-6.611756062,-6.824620269,-6.190109582,-6.610425138,-6.360705131,-5.903412132,-5.884925246,-6.554453484,-6.030529304,-6.574569912,-6.323905925,-6.582465557,-5.783380384,-5.676377781,-5.409156364,-7.211777398,-6.357770279
CUST_15955_PI428634872,-4.537385973,-5.028693193,-4.786107549,-4.754590294,-5.203595978,-4.868277371,-4.702725016,-4.576739054,-4.768955368,-4.742269185,-4.529546276,-4.577435932,-4.633563241,-4.692358848,-4.698806856,-4.798050846,-4.694275666,-4.807882436
CUST_15957_PI428634872,-2.145380577,-2.03545308,-2.076764097,-2.052491517,-1.879369551,-1.786281452,-1.767980679,-1.934188404,-2.247780123,-2.250953189,-2.154917135,-2.095328787,-2.007012321,-1.916457017,-1.726057915,-1.792900738,-1.98399554,-1.884979873
CUST_15958_PI428634872,-1.822046002,-2.146827218,-1.814111174,-1.61912753,-1.936597115,-1.643218763,-1.560083751,-1.403700521,-1.643878079,-1.786802864,-1.641039164,-1.482287441,-1.436172993,-1.452070546,-1.645275286,-1.563358112,-1.343575016,-1.540783505
CUST_15959_PI428634872,-1.171149624,-1.231985546,-1.257548403,-1.313356071,-1.249928538,-1.574898415,-1.912547214,-1.900877998,-1.022930624,-1.347343261,-1.515896005,-0.998038907,-0.928369699,-1.906414224,-1.963640181,-1.531480342,-0.758078087,-0.901093325
CUST_1595_PI428634872,-3.023750794,-2.378014716,-2.174638835,-2.472115508,-2.283052961,-3.166162743,-2.986113889,-3.470262158,-2.648380106,-2.168246021,-2.244449365,-2.126157419,-1.990912623,-3.305092457,-3.364685017,-3.312620826,-2.99139188,-1.856569629
CUST_15960_PI428634872,-1.181952662,-0.784518884,-0.511511138,-0.444080469,-0.904887279,-1.183657049,-1.092320833,-0.851307157,-0.638603786,-0.489535887,-0.946741917,-0.958154519,-0.910236524,-0.337641036,-0.478753303,-0.374418315,-0.575336626,-0.53101742
CUST_15961_PI428634872,0.801828493,0.437294343,0.832354523,1.672878039,1.101938221,0.010403266,-0.389692349,0.448049155,-0.159225698,0.308689781,-0.245587199,-0.149015998,0.017596674,0.846679041,-0.134621536,0.037941107,0.870840298,0.05635479
CUST_15962_PI428634872,-1.86809332,-1.775989829,-1.988246587,-1.366267196,-2.128432756,-1.823199022,-1.838878322,-1.427302973,-0.968704842,-0.843127001,-1.002048251,-1.069018094,-0.925376363,-1.090167485,-1.343759264,-1.043400393,-1.73752172,-0.985729596
CUST_15963_PI428634872,-4.414548739,-5.833063454,-5.342880156,-5.559362347,-4.536079456,-6.2231566,-5.630979804,-5.045100468,-5.467459468,-6.647500868,-5.455594643,-5.838264144,-6.576189654,-6.037874153,-4.998327511,-5.481635704,-5.340049849,-5.916647967
CUST_15964_PI428634872,1.604204572,2.763556115,2.08262254,1.940706668,1.877037157,1.383189564,1.785549113,1.503265006,1.737756656,1.708307461,0.802902929,0.970706558,1.131100837,1.346876659,1.114694661,1.413501964,1.672724102,1.537315417
CUST_15965_PI428634872,-1.068679445,-1.394451363,-1.480547026,-1.318456823,-1.282481584,-0.860307367,-0.880171539,-1.202296895,-0.730561165,-1.173068069,-0.942115377,-1.017710424,-1.106168414,-1.319723949,-0.882316822,-1.045380577,-0.97546302,-0.723458466
CUST_15966_PI428634872,-1.04692153,-0.829899008,-0.764921899,-0.641082619,-1.209371022,-0.879072728,-1.04031937,-0.582592902,-1.594471599,-1.316945346,-1.764799293,-1.705158949,-1.475720554,-0.45158257,-0.561519608,-0.279071459,-0.730828478,-1.738097901
CUST_15967_PI428634872,1.195825,1.440123978,1.373686574,1.134237473,1.312032402,1.187657949,1.169647741,1.267221162,1.116156545,1.071251048,1.017309145,1.178828783,1.19952007,0.865912662,0.958467547,0.995373462,1.287850921,1.349542232
CUST_15968_PI428634872,1.148447885,0.997569665,1.086381281,1.595541793,1.238536389,1.52871043,1.453850629,1.656971534,1.228221107,1.684542367,1.266792967,1.420956637,1.427234114,1.704811283,1.486975773,1.718329503,1.322216829,1.57684714
CUST_15969_PI428634872,-0.261049051,-0.132721092,-0.614835707,-0.52491128,-0.037066592,-0.276679088,0.077671177,0.023997771,-0.084535285,0.050955455,-0.057149314,0.004261016,0.062629904,-0.149375007,-0.366399494,-0.092564871,-0.573554167,-0.145978661
CUST_1596_PI428634872,-0.929715292,-0.61488108,-0.667551465,-0.703381091,-1.037825289,-0.736451834,-0.835260733,-0.596919604,-0.59034967,-0.482839261,-0.623357861,-0.593446355,-0.58452194,-0.775995853,-0.927770962,-0.997692839,-0.773627825,-0.790366401
CUST_15970_PI428634872,0.849761052,0.560444051,0.806734636,0.674902261,0.449444193,0.827926986,0.713450691,0.826962509,0.66648725,0.545669288,0.68181445,0.658609405,0.64025764,0.652365223,0.690491901,0.748932881,0.920671397,0.801812048
CUST_15971_PI428634872,0.633584453,0.634567639,0.596075891,0.318092984,0.587379154,0.633035377,0.655429923,0.577474258,1.205843739,0.986122809,1.029371067,1.025620887,1.00550913,0.968151941,0.951719806,0.932307868,0.603393825,0.954158259
CUST_15972_PI428634872,-3.328515618,-3.171632339,-3.742441052,-4.063050549,-3.79335206,-3.944385225,-4.277703361,-4.024747819,0.146872044,-0.871207294,0.168657197,-0.333222642,-0.515858966,-3.356236737,-3.67053565,-3.089572479,-4.077553682,-0.381784886
CUST_15973_PI428634872,1.143328489,1.475408477,1.59031119,1.30142618,1.274923873,1.540127286,1.507690005,1.139525527,1.466285738,1.56786412,1.086325731,1.145685618,1.15737302,1.648252943,1.651192805,1.584513729,1.155253792,1.95700081
CUST_15974_PI428634872,-2.080666023,-1.564651298,-1.778501418,-1.672525521,-1.942972178,-1.582808628,-1.530778988,-1.615757606,-1.547424138,-1.412255716,-1.611094966,-1.574863848,-1.670937297,-1.511814584,-1.628438985,-1.57067176,-1.537261862,-1.590307143
CUST_15975_PI428634872,-0.894348274,-0.729494676,-1.202719365,-1.140429994,-1.28158267,-1.693702098,-1.340383168,-1.466437638,-2.593233372,-2.345323044,-2.137679378,-2.085052379,-2.146633652,-1.756273982,-1.499875365,-1.368012726,-1.295288474,-2.709177472
CUST_15976_PI428634872,-1.512428178,-1.020757069,-1.363368673,-1.571272379,-1.819572116,-1.481864319,-1.359020605,-1.394673158,-1.781548505,-2.158089994,-1.881807595,-1.801361472,-1.922718429,-1.551916024,-1.412161588,-1.403108238,-1.494002425,-1.839181933
CUST_15977_PI428634872,2.408917693,2.101196967,2.226108761,2.120564851,2.438456769,1.987596095,2.119634182,2.168242776,1.63267657,1.649790714,1.417803794,1.541475597,1.576012621,1.982199308,1.812242675,1.881794068,1.928193741,1.692404099
CUST_15978_PI428634872,-3.089502091,-2.83747154,-4.002109676,-3.628914551,-3.525216287,-2.613861342,-2.488094136,-2.572594861,-2.459737669,-2.86240146,-3.458678455,-3.376792503,-2.948534953,-4.535692101,-3.468026153,-4.030228282,-3.077605234,-3.404738047
CUST_15979_PI428634872,1.472769888,2.003768785,1.545143459,1.453343494,1.207535249,1.675760983,1.640143697,1.617229028,1.424544476,1.536078436,1.336955213,1.417292822,1.470654695,1.33208907,1.083413611,1.108287371,1.574583142,1.319521104
CUST_1597_PI428634872,0.853266342,0.520249565,0.783022958,0.726809872,0.094276872,0.763084223,-0.236265422,0.102930012,0.350563269,0.457959469,1.356443626,1.007214583,0.836518213,1.608576278,2.093978308,1.718748633,1.371996275,0.594001896
CUST_15980_PI428634872,-5.399320264,-6.563386381,-6.000288023,-5.157625869,-6.590036547,-4.775758971,-6.101602853,-5.009066538,,-7.354577799,,,,-6.781205749,-7.458954705,-6.506856833,-4.999976848,-7.032200589
CUST_15981_PI428634872,-1.650625038,-2.468870696,-1.998502835,-2.090084008,-2.033728261,-2.116078171,-2.557523431,-2.244160151,-2.257190876,-2.195166628,-1.559913708,-1.908696773,-1.828806027,-2.592750091,-2.331254598,-2.6398655,-2.176986223,-1.979433346
CUST_15982_PI428634872,1.37486173,0.396967057,1.336021592,1.07283618,1.091306587,0.820650235,0.348761625,0.110180892,-0.757163827,-0.354110611,0.470294338,0.229244906,0.179872111,0.874723941,1.143790317,0.914178414,1.004492401,-0.333602657
CUST_15983_PI428634872,-1.772906933,-1.634825123,-1.360772056,-1.433302239,-1.372250667,-1.015124717,-1.16572524,-1.287606079,-1.531724109,-1.573510551,-3.116605674,-2.855053678,-2.838008359,-0.629066788,-0.49104912,-0.721959516,-1.761722705,-1.604494329
CUST_15984_PI428634872,1.316302907,0.706399536,1.215156087,0.869354436,1.214488254,0.671756558,1.089334606,0.590172878,0.719127335,0.532841478,0.857217586,0.833708981,0.786682272,1.095717607,0.826012326,1.0825782,0.982881342,0.376431077
CUST_15985_PI428634872,0.614364344,0.870023942,1.029946212,0.807766943,0.816193621,1.011007848,0.959959977,0.929128728,0.458534673,0.682650908,0.393644972,0.644304147,0.598335012,0.772235494,0.796124966,0.919543146,0.577620502,0.662336213
CUST_15986_PI428634872,0.977913013,0.669017771,0.721802222,0.729514093,0.881840726,0.767164414,0.746173385,0.682297638,1.10296581,0.990384537,1.128819292,1.062223319,1.116393864,0.50916491,0.573117252,0.532755087,1.027307497,1.344813165
CUST_15987_PI428634872,-0.438700392,-0.191550993,-0.575504786,-0.500426989,-0.517471063,-0.970575756,-0.901747119,-0.676269365,-0.632479437,-0.534939377,-0.855909957,-0.670532456,-0.608276046,-0.397258942,-0.554255143,-0.418889575,-0.665202302,-0.807049955
CUST_15988_PI428634872,-3.747837442,-3.213277598,-3.416812098,-3.328910085,-3.424108298,-3.534432894,-3.697088987,-3.623411889,-3.392349432,-3.682591924,-3.447093705,-3.424881497,-3.396753696,-3.407992994,-3.321468923,-3.26193723,-3.309129707,-3.468042094
CUST_15989_PI428634872,-4.328882539,-4.743982744,-4.60164651,-4.406240097,-4.876269231,-3.841752141,-4.362453124,-3.915428999,-4.420232292,-5.083764823,-5.338920319,-4.995710164,-4.598568351,-3.978114145,-4.27180861,-3.675022807,-4.212361461,-4.632817086
CUST_1598_PI428634872,-3.066153362,-2.800858038,-2.756716354,-3.137934527,-2.623747811,-2.33184545,-2.417862672,-2.088808869,-3.553746832,-3.189713135,-2.671932414,-2.820831232,-2.842273687,-3.535796534,-3.327555164,-3.476346237,-3.474204437,-3.218087135
CUST_15990_PI428634872,-1.430732168,-1.954095344,-1.732788794,-1.63584848,-1.308731506,-1.732223865,-1.739766493,-1.716780353,-2.055608767,-1.80804336,-1.396131958,-1.483599159,-1.509006315,-1.82931039,-1.624562264,-1.622688718,-1.781485907,-1.607042684
CUST_15991_PI428634872,1.073496288,0.843515028,0.919583046,0.862916942,1.085988442,1.136191507,1.194834072,0.998470085,0.971358977,1.036217442,1.526324085,1.441728144,1.347283882,0.934585924,1.050947131,1.031954959,0.968060311,1.15528892
CUST_15992_PI428634872,-1.517027426,-1.785109345,-1.538644998,-1.565436651,-1.314810256,-1.436969843,-1.345484353,-1.505891181,-1.821539044,-1.862658752,-1.726695427,-1.742829815,-1.788356464,-1.734723417,-1.630714282,-1.831726465,-1.794123837,-1.784393133
CUST_15993_PI428634872,-0.885591401,-1.271259316,-1.092382146,-1.151054565,-0.999803388,-1.347134572,-1.081673662,-1.230428001,-0.679589827,-0.937261615,-0.519056746,-0.523172048,-0.561081545,-1.304764594,-1.125106249,-1.378097506,-1.000897517,-1.109929103
CUST_15995_PI428634872,-6.686333184,-6.858619325,-6.736286238,-6.479673142,-6.817075841,-6.615294555,-6.547268269,-6.692944407,,,-7.182430653,-6.981689284,-6.763355666,-6.404175311,-6.15608413,-6.880800804,-7.194151442,-6.894708956
CUST_15996_PI428634872,-6.278544505,-8.112564767,-5.767092272,-7.174844688,-4.617485203,,,-7.438779571,-7.437636236,-4.46108035,,-7.982390395,-7.772798579,-6.897721366,-7.353397131,,-7.395926413,-7.793099374
CUST_15997_PI428634872,0.666202293,0.917260957,0.997606201,0.980157682,0.852261853,0.848377121,0.849286435,0.655101927,0.92539977,0.792673537,0.752549648,0.651096555,0.748154641,0.774112549,0.749343029,0.825783616,1.290786182,0.880137569
CUST_15998_PI428634872,0.659123224,0.946342253,0.79341454,0.743809403,0.516780119,0.787352853,0.936771377,0.853113734,1.01564329,1.007199125,0.665437083,0.786446963,0.84756689,0.683107855,0.752610142,0.665257317,0.882409726,0.990598537
CUST_15999_PI428634872,-0.954210161,-0.324041103,-0.789005524,-0.824310274,-0.9224296,-0.562440159,-0.751779979,-0.552037432,0.071364357,-0.194357325,-0.26984869,-0.340467272,-0.273269334,-0.689349509,-0.705206604,-0.600682477,-0.651248629,-0.014774598
CUST_1599_PI428634872,-4.084371771,-3.574043928,-3.574473595,-3.241771466,-3.64562182,-3.186354514,-3.174595563,-2.855153886,-2.781685062,-2.528551537,-3.022639489,-2.904010527,-2.756589729,-2.622379216,-2.567393956,-2.515250014,-3.385244279,-2.835553495
CUST_159_PI428634872,-4.958500872,-2.117478099,-4.693364209,-4.113025119,-4.563589059,-4.023628649,-4.066977143,-4.440719288,-3.366963504,-3.387176502,-2.911058284,-2.967016991,-2.811315526,-5.21425919,-4.727040083,-5.148888014,-4.542204358,-2.748560008
CUST_15_PI428634872,-2.558854485,-3.254247951,-3.786710661,-2.865370575,-2.126675683,-2.875165087,-3.027379464,-2.177455827,-1.82649019,-1.743286637,-1.821012457,-2.909476604,-3.86466151,-1.837273436,-1.956454085,-1.745862277,-2.685863738,-1.89332454
CUST_16000_PI428634872,-0.478909395,-1.060054392,-0.654953335,-1.342826943,-0.405643225,-0.179305394,-1.085569924,-1.217140986,-0.900887654,-0.616201431,0.110705124,-0.161091444,-0.266125813,-0.495168185,-0.179879264,-0.53665484,-0.126907916,-0.625576919
